Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.191168	3.189456	1.218834	1.970622	0.005848	2.435320	17.760000	2.427753	17.740000	
2.951033	2.944419	1.203051	1.741368	0.007910	2.196297	19.640000	2.185667	20.320000	
2.774795	2.761772	1.194674	1.567098	0.009469	1.690113	40.480000	1.685403	39.430000	
2.644518	2.624539	1.185117	1.439422	0.010359	1.350979	52.480000	1.348489	52.870000	
2.546513	2.519936	1.179014	1.340922	0.010718	1.073418	63.160000	1.070352	62.580000	
2.466035	2.431968	1.173967	1.258002	0.011263	0.945955	66.660000	0.941621	66.450000	
2.376852	2.336220	1.167026	1.169194	0.011362	0.887487	69.000000	0.891351	67.930000	
2.342233	2.291503	1.163821	1.127682	0.012299	0.837315	70.720000	0.838847	70.440000	
2.281066	2.222766	1.160256	1.062509	0.012460	0.788316	72.700000	0.783485	72.700000	
2.257356	2.190034	1.158002	1.032032	0.012880	0.762632	73.860000	0.761057	73.490000	
2.198518	2.123343	1.154433	0.968910	0.013021	0.727896	75.380000	0.728208	75.000000	
2.134290	2.051246	1.148525	0.902721	0.013129	0.709144	76.280000	0.711258	76.060000	
2.119569	2.028039	1.146809	0.881230	0.013316	0.702622	76.640000	0.701484	76.740000	
2.089704	1.986244	1.142437	0.843807	0.013933	0.675021	77.700000	0.677541	77.760000	
2.101899	1.988685	1.144048	0.844637	0.014197	0.664363	78.460000	0.666153	78.490000	
2.055241	1.937554	1.140478	0.797076	0.013814	0.668648	78.720000	0.667377	78.780000	
2.043452	1.916279	1.136765	0.779514	0.014012	0.668402	78.620000	0.670914	78.660000	
2.015744	1.879612	1.136385	0.743227	0.014148	0.639856	79.440000	0.648789	79.300000	
2.007430	1.862254	1.134156	0.728098	0.014275	0.623744	79.740000	0.636749	79.980000	
2.001052	1.848767	1.133212	0.715555	0.014209	0.626545	79.460000	0.634829	79.950000	
