Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.140978	4.132034	1.937742	2.194292	0.004028	2.297630	10.040000	2.296920	9.820000	
4.043767	4.004197	1.932460	2.071737	0.006402	2.356357	12.000000	2.353914	11.340000	
3.958898	3.875994	1.926026	1.949968	0.008131	2.105893	19.040000	2.107848	19.060000	
3.869981	3.733123	1.917545	1.815579	0.009627	1.870817	30.520000	1.869371	30.960000	
3.836210	3.644801	1.910592	1.734209	0.010490	1.820727	35.660000	1.815408	35.820000	
3.833492	3.593757	1.904699	1.689058	0.010764	1.747673	39.960000	1.745773	39.720000	
3.829019	3.542691	1.899206	1.643484	0.010878	1.737927	41.940000	1.730946	41.620000	
3.862703	3.532534	1.896440	1.636094	0.010873	1.723020	43.500000	1.715237	42.790000	
3.917493	3.536318	1.895157	1.641161	0.011074	1.700855	45.100000	1.688942	45.070000	
3.929385	3.508653	1.891817	1.616836	0.010930	1.657438	46.900000	1.639405	46.860000	
3.985385	3.511700	1.892603	1.619097	0.011135	1.632477	47.740000	1.611341	48.100000	
4.011968	3.504050	1.890314	1.613736	0.010909	1.622095	49.520000	1.599729	49.830000	
4.048134	3.499044	1.889002	1.610042	0.010843	1.617526	50.520000	1.588981	50.410000	
4.077717	3.482820	1.888005	1.594815	0.010878	1.620135	51.500000	1.604625	51.390000	
4.090198	3.455451	1.886392	1.569060	0.010811	1.605343	52.520000	1.591671	52.570000	
4.138387	3.461570	1.886851	1.574719	0.010784	1.619110	52.280000	1.605532	52.820000	
4.158949	3.458515	1.886720	1.571795	0.010482	1.599298	52.720000	1.572520	54.190000	
4.248943	3.483058	1.887687	1.595370	0.010806	1.562896	53.380000	1.545089	54.180000	
4.252733	3.459682	1.885735	1.573947	0.010588	1.540821	54.460000	1.518533	55.290000	
4.324502	3.463217	1.885827	1.577390	0.010903	1.531111	55.340000	1.502597	56.100000	
