Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.977748	3.977491	0.006000	2.180571	21.940000	2.177289	22.580000	
3.579926	3.578732	0.010298	1.960341	34.280000	1.956460	33.690000	
3.352168	3.349845	0.012187	1.720449	42.880000	1.717031	42.890000	
3.226739	3.223595	0.011801	1.646961	45.540000	1.646878	44.910000	
3.175419	3.171300	0.012018	1.625445	46.720000	1.625466	46.000000	
3.144386	3.139331	0.012075	1.602271	47.380000	1.600878	46.740000	
3.112784	3.106986	0.011711	1.596707	46.980000	1.598042	47.190000	
3.107250	3.100272	0.012206	1.585993	47.780000	1.589920	47.250000	
3.111084	3.103024	0.012448	1.567620	48.160000	1.572298	47.960000	
3.076385	3.067080	0.012862	1.552129	48.720000	1.555414	48.500000	
3.052047	3.041644	0.013004	1.542300	48.900000	1.547270	48.780000	
3.040790	3.029227	0.013204	1.555081	48.540000	1.554038	48.680000	
3.039158	3.026331	0.013477	1.538373	49.780000	1.532385	49.640000	
3.045136	3.030889	0.013852	1.541359	49.480000	1.531642	49.710000	
3.037035	3.021863	0.013736	1.536645	49.680000	1.528309	49.840000	
3.034312	3.017564	0.014183	1.529732	49.860000	1.525533	49.840000	
3.043012	3.024792	0.014496	1.526580	50.180000	1.525832	49.870000	
3.018317	2.999007	0.014491	1.533038	49.760000	1.527482	50.130000	
3.022129	3.001777	0.014442	1.521250	49.860000	1.506589	50.820000	
3.034234	3.012285	0.014781	1.515240	50.240000	1.502684	51.110000	
