Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.426995	3.418757	1.226046	2.192711	0.003823	2.299369	11.020000	2.298368	11.040000	
3.264602	3.224183	1.218045	2.006138	0.006930	2.252051	12.580000	2.245947	13.000000	
3.130586	3.045234	1.213727	1.831507	0.008940	2.202421	17.500000	2.192080	17.650000	
3.047045	2.915693	1.209613	1.706080	0.009867	1.959998	28.560000	1.951053	29.270000	
3.036408	2.863355	1.207188	1.656167	0.010116	1.764006	38.420000	1.758109	38.650000	
3.054697	2.839185	1.205845	1.633339	0.010313	1.686734	43.760000	1.667691	43.670000	
3.076395	2.825498	1.205216	1.620281	0.010162	1.682149	44.260000	1.661433	45.130000	
3.113755	2.826289	1.203841	1.622448	0.010091	1.677348	46.000000	1.652758	46.840000	
3.141126	2.821952	1.202680	1.619272	0.009882	1.666603	46.900000	1.637722	47.670000	
3.173118	2.830699	1.202588	1.628111	0.009490	1.690853	47.600000	1.657214	48.250000	
3.191751	2.815237	1.201399	1.613838	0.009439	1.690609	48.080000	1.657900	48.920000	
3.245766	2.835126	1.201079	1.634047	0.009403	1.693022	49.140000	1.651554	49.540000	
3.263435	2.821149	1.199747	1.621402	0.009314	1.708192	49.120000	1.671819	50.010000	
3.286151	2.801181	1.199966	1.601215	0.009451	1.698695	50.340000	1.661586	51.010000	
3.340512	2.832871	1.200054	1.632817	0.009213	1.716822	51.020000	1.672986	51.940000	
3.371746	2.828160	1.199140	1.629019	0.009227	1.701921	51.660000	1.664051	52.360000	
3.416001	2.826832	1.199365	1.627467	0.009398	1.691640	52.500000	1.661839	53.370000	
3.416946	2.812883	1.198387	1.614496	0.009084	1.686972	53.400000	1.655737	53.920000	
3.496120	2.842035	1.199322	1.642713	0.009306	1.682282	53.520000	1.650791	54.410000	
3.478255	2.821926	1.198332	1.623593	0.008857	1.672938	54.300000	1.640019	54.770000	
