Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.602735	3.599129	0.006273	2.183772	19.480000	2.180498	19.390000	
3.232119	3.216850	0.010219	1.927478	33.980000	1.922422	33.080000	
3.114087	3.087240	0.010837	1.715146	41.820000	1.710484	42.440000	
3.052274	3.012970	0.011350	1.623054	45.500000	1.614087	46.640000	
3.028972	2.977815	0.011476	1.579019	47.300000	1.564094	48.600000	
3.043422	2.979355	0.011765	1.537700	49.120000	1.525658	50.450000	
3.040303	2.960782	0.012348	1.494644	51.200000	1.480749	52.420000	
3.028987	2.934944	0.012670	1.448092	53.160000	1.436707	54.000000	
3.046144	2.936632	0.013009	1.415367	54.820000	1.407383	55.340000	
3.054439	2.930887	0.013138	1.394944	55.740000	1.386465	56.430000	
3.055226	2.922121	0.012802	1.371398	56.700000	1.365168	57.340000	
3.060222	2.916590	0.012614	1.352954	57.540000	1.341409	58.240000	
3.086592	2.929508	0.012693	1.322093	59.240000	1.315467	59.460000	
3.093246	2.921532	0.012848	1.302035	60.240000	1.295529	60.220000	
3.095803	2.913991	0.012670	1.274388	61.280000	1.270987	61.460000	
3.109841	2.920398	0.012350	1.246198	62.200000	1.241493	62.410000	
3.123472	2.922971	0.012274	1.231073	63.000000	1.228677	63.060000	
3.134485	2.923361	0.012190	1.212002	63.800000	1.211253	63.510000	
3.130037	2.912050	0.011903	1.186632	64.760000	1.191536	64.100000	
3.145472	2.915253	0.011924	1.176533	65.240000	1.179180	64.650000	
3.144001	2.906207	0.011717	1.150994	66.220000	1.158627	65.910000	
3.154114	2.905779	0.011666	1.135406	66.720000	1.148168	66.110000	
3.162240	2.909181	0.011362	1.106556	67.600000	1.117492	67.160000	
3.170679	2.905006	0.011422	1.085944	68.180000	1.098508	68.050000	
3.191112	2.909314	0.011619	1.072731	68.920000	1.084591	68.420000	
3.197011	2.912641	0.011266	1.065335	69.160000	1.078875	68.840000	
3.216049	2.916700	0.011412	1.054350	69.600000	1.067630	69.140000	
3.210451	2.909143	0.011067	1.039956	70.060000	1.054361	69.810000	
3.213256	2.902966	0.010999	1.016831	70.920000	1.032945	70.770000	
3.224245	2.900899	0.011072	1.024906	70.600000	1.032972	70.620000	
3.233962	2.903300	0.010952	1.018164	70.920000	1.023735	70.720000	
3.235803	2.894623	0.010938	1.011614	71.140000	1.024485	70.990000	
3.249492	2.900997	0.010836	0.994621	72.020000	1.000327	72.060000	
3.270199	2.904701	0.011019	0.993490	72.060000	0.999182	71.870000	
3.275112	2.898411	0.011029	0.986425	72.120000	0.994079	71.790000	
3.269983	2.890847	0.010787	0.972030	72.560000	0.981707	72.340000	
3.302835	2.900323	0.011141	0.961924	72.980000	0.975044	72.550000	
3.293125	2.890016	0.010858	0.950428	73.620000	0.963015	73.070000	
3.293458	2.886091	0.010689	0.942468	73.800000	0.956548	73.120000	
3.304864	2.886131	0.010707	0.928770	73.960000	0.942304	73.400000	
3.318192	2.888703	0.010712	0.926028	73.800000	0.934228	73.720000	
3.356741	2.897470	0.011179	0.908570	74.520000	0.915242	74.120000	
3.356512	2.897748	0.010902	0.895991	74.520000	0.902241	74.590000	
3.361772	2.887846	0.011006	0.887027	75.240000	0.892719	75.110000	
3.341090	2.886402	0.010321	0.872746	75.180000	0.884844	75.070000	
3.372284	2.899126	0.010502	0.865996	75.940000	0.883316	75.150000	
3.386320	2.895985	0.010651	0.861853	76.060000	0.876603	75.410000	
3.382910	2.884086	0.010605	0.856631	76.220000	0.870949	75.270000	
3.398742	2.883982	0.010721	0.840607	76.700000	0.852027	76.210000	
3.386774	2.882761	0.010284	0.835514	77.060000	0.856245	76.070000	
3.434588	2.897920	0.010734	0.823278	77.180000	0.845761	76.050000	
3.460655	2.895142	0.011091	0.816057	77.260000	0.834390	76.430000	
3.445702	2.896170	0.010573	0.813155	77.500000	0.833794	76.540000	
3.452161	2.890383	0.010605	0.811503	77.680000	0.829903	76.590000	
3.478851	2.895054	0.010820	0.788382	78.440000	0.806897	77.390000	
3.471033	2.903071	0.010337	0.805387	77.980000	0.820542	77.010000	
3.486312	2.878506	0.010864	0.798662	78.160000	0.815019	77.140000	
3.484276	2.881571	0.010587	0.788846	78.400000	0.811089	77.320000	
3.468690	2.889828	0.009997	0.787226	78.700000	0.807145	77.450000	
3.513183	2.888940	0.010598	0.777064	78.680000	0.789839	77.930000	
3.539793	2.895830	0.010751	0.768812	79.000000	0.776604	78.330000	
3.544621	2.898320	0.010614	0.762326	78.840000	0.771185	78.240000	
3.566680	2.901984	0.010742	0.755215	79.120000	0.767923	78.280000	
3.535761	2.885046	0.010351	0.752016	79.360000	0.767114	78.560000	
3.549597	2.889893	0.010332	0.744087	79.180000	0.756753	78.570000	
3.557858	2.886314	0.010359	0.753799	79.120000	0.769149	78.560000	
3.590221	2.892590	0.010597	0.752730	78.940000	0.771527	78.640000	
3.590303	2.896657	0.010379	0.745752	79.440000	0.757177	78.940000	
3.577456	2.883714	0.010230	0.737191	79.680000	0.754718	78.870000	
3.588556	2.878986	0.010313	0.735302	79.980000	0.749454	79.050000	
3.608353	2.901188	0.010132	0.730365	80.360000	0.745592	79.380000	
3.621963	2.884574	0.010417	0.742977	79.960000	0.760678	78.800000	
3.636902	2.888374	0.010429	0.737109	79.920000	0.752200	78.770000	
3.647309	2.895378	0.010334	0.740502	79.780000	0.751592	79.010000	
3.664207	2.885965	0.010552	0.725180	80.360000	0.742985	79.370000	
3.646326	2.888411	0.010141	0.726202	80.240000	0.738862	79.340000	
3.669336	2.894273	0.010233	0.734267	79.960000	0.738991	79.500000	
3.674537	2.885447	0.010284	0.725643	80.320000	0.731713	79.500000	
3.688733	2.890601	0.010269	0.714785	80.340000	0.721376	79.750000	
3.702074	2.890995	0.010306	0.705311	80.940000	0.718162	80.090000	
3.687361	2.892904	0.009968	0.696688	81.300000	0.712475	80.140000	
3.752878	2.895560	0.010625	0.691174	81.500000	0.706073	80.430000	
3.688923	2.879126	0.009915	0.673992	81.680000	0.691553	80.700000	
3.743048	2.896189	0.010245	0.679375	81.480000	0.697700	80.680000	
3.752291	2.891375	0.010291	0.665540	81.600000	0.686615	80.820000	
3.726967	2.890049	0.009888	0.675085	81.580000	0.688255	81.080000	
3.727033	2.880665	0.009885	0.681607	81.620000	0.689852	80.820000	
3.772852	2.894665	0.010138	0.677741	81.740000	0.688764	80.950000	
3.762781	2.886030	0.010006	0.681412	81.320000	0.693323	80.980000	
3.790131	2.899415	0.010052	0.675612	81.700000	0.693396	81.040000	
3.821066	2.895632	0.010329	0.675353	81.600000	0.685986	81.020000	
3.847200	2.896745	0.010493	0.675592	81.360000	0.684359	81.300000	
3.805633	2.895285	0.009941	0.671776	81.140000	0.681507	80.990000	
3.841834	2.902260	0.010151	0.684325	81.240000	0.699295	80.890000	
3.864828	2.900632	0.010307	0.676335	81.800000	0.701156	80.680000	
3.858793	2.891978	0.010226	0.666464	81.960000	0.693937	80.910000	
3.903977	2.898119	0.010529	0.665024	81.920000	0.694620	80.990000	
3.911261	2.912177	0.010350	0.684760	81.120000	0.706857	80.330000	
3.944176	2.914844	0.010556	0.698134	80.140000	0.720415	79.800000	
3.914380	2.898468	0.010313	0.738461	78.860000	0.755758	78.380000	
