Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.774201	3.774016	0.004355	2.273598	14.820000	2.272902	15.580000	
3.595392	3.594604	0.006625	2.214954	15.640000	2.210634	16.650000	
3.451565	3.449902	0.008455	2.053117	23.240000	2.047980	23.300000	
3.313364	3.310678	0.009792	1.808694	36.160000	1.808600	36.180000	
3.232662	3.229069	0.010222	1.686667	43.080000	1.687154	42.300000	
3.166797	3.162385	0.010278	1.674735	43.080000	1.674360	43.040000	
3.131232	3.125969	0.010354	1.681084	43.480000	1.680020	42.820000	
3.102283	3.096163	0.010453	1.681299	44.420000	1.681151	43.550000	
3.094770	3.087825	0.010458	1.671690	44.840000	1.670458	44.320000	
3.057636	3.049815	0.010545	1.674061	44.420000	1.673363	44.380000	
3.052264	3.043555	0.010614	1.660738	44.940000	1.657795	44.820000	
3.038640	3.028965	0.010765	1.652638	45.240000	1.644952	45.850000	
3.041093	3.030189	0.011164	1.653014	45.460000	1.646889	45.510000	
3.020901	3.008770	0.011501	1.651979	45.940000	1.648681	45.830000	
3.007949	2.994416	0.011949	1.626915	46.700000	1.614461	47.420000	
3.008676	2.993846	0.012244	1.624019	46.520000	1.612864	47.660000	
3.013804	2.997930	0.012311	1.620618	47.160000	1.611923	47.640000	
3.005210	2.987820	0.012716	1.601679	47.740000	1.590777	48.540000	
3.003538	2.984714	0.013023	1.598335	47.720000	1.587525	48.460000	
3.000065	2.979747	0.013338	1.587872	48.820000	1.577716	48.490000	
