Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.401022	3.388388	0.004632	2.278376	10.320000	2.276877	10.680000	
3.225603	3.166760	0.007704	2.203675	18.200000	2.198734	19.050000	
3.104968	2.982088	0.009775	1.942490	31.860000	1.936085	32.300000	
3.027005	2.837080	0.010857	1.630080	45.900000	1.619039	46.270000	
3.014457	2.766099	0.011026	1.467982	51.180000	1.454061	51.420000	
3.074187	2.766763	0.011184	1.392691	54.440000	1.385951	54.210000	
3.111941	2.739741	0.011446	1.367139	55.900000	1.365970	55.870000	
3.140886	2.710169	0.011488	1.329774	57.660000	1.328241	57.680000	
3.199029	2.709073	0.011524	1.315393	58.680000	1.310174	59.110000	
3.251382	2.692167	0.011774	1.291334	59.980000	1.289654	60.180000	
3.281395	2.682152	0.011411	1.246143	61.620000	1.243116	61.860000	
3.323606	2.680284	0.011188	1.226918	62.520000	1.224152	62.880000	
3.403274	2.689336	0.011420	1.200096	63.540000	1.196896	64.270000	
3.485721	2.701262	0.011619	1.180007	64.400000	1.177221	64.670000	
3.529778	2.695612	0.011510	1.162594	65.500000	1.162203	65.420000	
3.571046	2.693073	0.011331	1.144586	66.240000	1.145179	66.290000	
3.638929	2.694351	0.011451	1.111841	66.900000	1.119609	67.260000	
3.714779	2.704902	0.011544	1.109216	67.160000	1.118872	67.430000	
3.727851	2.692301	0.011196	1.115368	67.480000	1.125973	67.330000	
3.811570	2.694286	0.011456	1.093061	67.860000	1.106822	67.520000	
