Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.724172	3.717267	1.584440	2.132828	0.003967	2.297920	10.160000	2.298455	10.260000	
3.470004	3.433257	1.574297	1.858960	0.007996	2.182657	18.280000	2.182454	18.800000	
3.299224	3.222470	1.566863	1.655607	0.010207	1.970085	28.460000	1.963435	29.070000	
3.232277	3.117469	1.563564	1.553905	0.010917	1.807427	37.360000	1.791344	37.490000	
3.239877	3.093749	1.561260	1.532489	0.010824	1.755514	39.740000	1.730653	41.000000	
3.260987	3.075603	1.559220	1.516383	0.011249	1.743026	42.120000	1.716143	42.790000	
3.276355	3.060604	1.558491	1.502113	0.011064	1.737633	42.880000	1.702616	44.230000	
3.306627	3.056349	1.556973	1.499376	0.011117	1.703016	45.320000	1.669190	46.460000	
3.331845	3.033363	1.556511	1.476852	0.011704	1.650873	47.780000	1.618050	48.930000	
3.357639	3.038395	1.555555	1.482841	0.011203	1.640633	49.100000	1.596069	50.720000	
3.383789	3.030590	1.555909	1.474680	0.011211	1.605722	51.160000	1.567415	52.350000	
3.398181	3.024462	1.556201	1.468262	0.010834	1.588213	52.620000	1.551566	53.420000	
3.421719	3.022606	1.554184	1.468422	0.010648	1.564282	53.900000	1.528599	55.060000	
3.431233	3.013048	1.556141	1.456908	0.010329	1.575243	54.800000	1.542695	55.310000	
3.452104	3.009520	1.554552	1.454969	0.010171	1.571652	55.420000	1.535094	55.880000	
3.492743	3.026926	1.555245	1.471681	0.010022	1.540939	56.340000	1.514822	56.650000	
3.512504	3.016338	1.555063	1.461275	0.010020	1.535046	56.620000	1.503217	56.840000	
3.536007	3.028573	1.556358	1.472215	0.009666	1.524050	57.400000	1.499525	57.700000	
3.562812	3.024296	1.556106	1.468191	0.009701	1.521974	57.680000	1.501375	57.830000	
3.586016	3.019284	1.555491	1.463794	0.009685	1.531472	57.140000	1.506390	57.810000	
