Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.720421	3.708209	1.581640	2.126569	0.004487	2.264726	11.660000	2.261907	12.530000	
3.527577	3.469337	1.572582	1.896755	0.008121	2.197515	17.700000	2.191027	17.570000	
3.406126	3.286123	1.564660	1.721463	0.010179	1.957032	29.080000	1.940764	30.390000	
3.345796	3.173968	1.560027	1.613941	0.010435	1.808229	37.040000	1.783662	37.140000	
3.362195	3.139184	1.557397	1.581786	0.010544	1.766474	40.360000	1.743061	40.970000	
3.413937	3.141765	1.556958	1.584808	0.010532	1.762961	42.500000	1.736296	43.120000	
3.448407	3.130180	1.555386	1.574793	0.010419	1.749725	43.440000	1.717131	44.600000	
3.499258	3.126022	1.554131	1.571891	0.010589	1.712407	46.220000	1.682980	46.510000	
3.553147	3.131268	1.553709	1.577559	0.010561	1.697209	47.740000	1.667479	48.390000	
3.593278	3.118195	1.553758	1.564437	0.010630	1.692981	48.920000	1.663761	49.210000	
3.633665	3.132877	1.553447	1.579430	0.010150	1.681432	49.940000	1.655742	50.240000	
3.649235	3.107604	1.553148	1.554456	0.010022	1.698903	51.500000	1.672655	51.780000	
3.710917	3.120640	1.553346	1.567294	0.010045	1.661855	52.400000	1.634941	52.600000	
3.718855	3.102801	1.552934	1.549868	0.009708	1.700805	52.700000	1.685282	52.700000	
3.783405	3.111718	1.552620	1.559098	0.009857	1.676419	53.020000	1.649295	53.040000	
3.801898	3.112653	1.551219	1.561433	0.009459	1.685418	52.700000	1.657139	53.460000	
3.895359	3.123018	1.554616	1.568402	0.009957	1.681100	53.660000	1.653081	54.640000	
3.904335	3.112694	1.554043	1.558652	0.009628	1.654042	54.380000	1.627089	55.080000	
3.922967	3.104624	1.553270	1.551353	0.009409	1.675632	54.760000	1.647499	55.040000	
3.973619	3.122124	1.553218	1.568906	0.009289	1.705862	55.180000	1.671964	55.440000	
