Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.436973	3.436749	0.004288	2.307161	10.160000	2.305539	10.150000	
3.286728	3.285826	0.006170	2.322246	10.340000	2.317005	10.470000	
3.138958	3.136994	0.008147	2.149373	14.500000	2.139594	14.690000	
3.009327	3.006151	0.009451	1.905468	28.800000	1.894597	29.560000	
2.906303	2.901944	0.010107	1.743096	37.680000	1.738650	38.730000	
2.868820	2.863400	0.010297	1.700123	41.580000	1.692895	41.720000	
2.797169	2.790679	0.010437	1.717271	41.600000	1.709454	42.130000	
2.783694	2.776242	0.010382	1.688255	43.380000	1.678480	43.390000	
2.771348	2.762782	0.010538	1.691723	43.560000	1.678978	43.730000	
2.756225	2.746899	0.010250	1.672277	43.440000	1.661939	44.690000	
2.726069	2.715730	0.010286	1.687137	44.180000	1.677433	44.440000	
2.732254	2.720877	0.010335	1.665902	43.860000	1.654177	45.050000	
2.714316	2.701485	0.010726	1.649149	45.180000	1.633375	46.010000	
2.708466	2.694561	0.010761	1.652083	45.940000	1.636781	46.730000	
2.703640	2.688601	0.010835	1.622156	46.560000	1.605163	47.480000	
2.690221	2.674084	0.010877	1.624779	46.760000	1.605851	47.090000	
2.682109	2.664417	0.011202	1.624589	46.840000	1.602874	47.170000	
2.689172	2.669780	0.011577	1.628687	46.160000	1.607396	47.440000	
2.695424	2.674041	0.012077	1.626630	45.940000	1.599970	47.670000	
2.686663	2.663844	0.012225	1.611920	46.900000	1.581986	47.940000	
