Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.070413	4.059750	0.005092	2.238602	18.120000	2.238007	18.280000	
3.819550	3.768633	0.008754	2.078915	25.480000	2.076685	25.940000	
3.678168	3.574679	0.010845	1.830983	39.680000	1.825395	39.380000	
3.602948	3.447667	0.011686	1.617314	46.240000	1.609373	46.570000	
3.584666	3.385949	0.011610	1.510853	50.100000	1.504219	49.790000	
3.636774	3.394158	0.011616	1.453384	52.200000	1.454139	52.090000	
3.660042	3.369785	0.011749	1.398403	54.540000	1.400775	54.310000	
3.671077	3.335651	0.011772	1.367916	56.460000	1.369573	55.830000	
3.709274	3.328422	0.011787	1.325770	58.180000	1.329478	57.960000	
3.750769	3.315135	0.012070	1.301986	59.420000	1.303064	59.220000	
3.773784	3.310142	0.011616	1.265702	60.960000	1.268473	60.480000	
3.802362	3.305713	0.011365	1.246465	62.000000	1.252982	61.970000	
3.855576	3.309943	0.011485	1.226239	62.640000	1.236037	62.630000	
3.910151	3.317851	0.011543	1.193446	63.720000	1.203053	63.460000	
3.938605	3.308405	0.011442	1.175204	64.540000	1.188379	64.290000	
3.966897	3.303837	0.011261	1.162900	65.220000	1.175276	64.710000	
4.021240	3.308740	0.011365	1.142132	66.160000	1.153442	65.830000	
4.064361	3.309910	0.011348	1.103181	67.240000	1.122029	67.020000	
4.083921	3.300981	0.011138	1.100804	67.600000	1.123365	67.150000	
4.135838	3.303519	0.011229	1.084463	68.180000	1.105732	67.940000	
