Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.480017	3.468850	0.004415	2.315620	12.680000	2.315500	12.400000	
3.391074	3.343646	0.006541	2.313080	12.120000	2.310994	12.040000	
3.346109	3.248832	0.008152	2.217205	17.640000	2.210659	17.770000	
3.297196	3.143009	0.009263	1.960341	25.220000	1.949299	26.180000	
3.267075	3.056266	0.009849	1.758761	36.060000	1.748519	36.260000	
3.285340	3.019337	0.010185	1.692648	39.620000	1.682117	39.400000	
3.288460	2.962076	0.010561	1.623841	43.640000	1.621789	42.810000	
3.308424	2.927677	0.010690	1.618897	44.500000	1.616243	44.280000	
3.342238	2.909774	0.010708	1.597614	46.400000	1.593813	45.430000	
3.381008	2.887573	0.010939	1.598122	46.860000	1.592647	46.110000	
3.436032	2.898570	0.010774	1.605220	47.860000	1.599215	47.260000	
3.447320	2.875427	0.010470	1.594706	48.060000	1.583736	48.150000	
3.521930	2.889258	0.010655	1.608630	48.360000	1.593645	48.040000	
3.595136	2.905965	0.010745	1.588693	49.160000	1.584368	48.450000	
3.636000	2.901478	0.010668	1.623921	48.720000	1.609882	48.790000	
3.663116	2.893514	0.010454	1.592598	49.600000	1.585041	49.450000	
3.722389	2.893889	0.010571	1.587776	50.180000	1.578338	50.180000	
3.789640	2.893017	0.010789	1.597220	50.520000	1.584446	50.170000	
3.831575	2.904331	0.010553	1.613346	50.680000	1.608391	50.510000	
3.888018	2.896302	0.010704	1.655107	50.860000	1.645887	50.670000	
