Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.279709	3.275186	0.008060	2.237502	19.940000	2.225422	21.550000	
2.699585	2.680887	0.012453	1.573845	46.740000	1.556517	46.670000	
2.426157	2.390628	0.014323	1.144567	61.920000	1.115673	62.480000	
2.316469	2.266705	0.014358	1.062079	65.180000	1.034259	65.330000	
2.267074	2.205089	0.013921	1.039261	66.700000	1.014132	66.100000	
2.254256	2.178485	0.013917	1.015169	67.420000	0.995210	67.130000	
2.249313	2.162139	0.013541	0.986187	68.820000	0.966509	68.370000	
2.236222	2.138062	0.013224	0.943473	69.720000	0.928460	69.700000	
2.223004	2.111861	0.013225	0.925644	70.320000	0.912522	70.460000	
2.247228	2.120983	0.013423	0.897924	70.980000	0.890642	71.140000	
2.224921	2.090691	0.012912	0.868266	71.960000	0.865898	72.140000	
2.231841	2.087180	0.012713	0.850393	72.420000	0.850591	72.590000	
2.252147	2.094632	0.012727	0.831389	73.160000	0.827237	73.300000	
2.257891	2.084129	0.013003	0.811622	73.920000	0.808307	74.180000	
2.249122	2.071074	0.012403	0.793641	74.520000	0.792139	74.730000	
2.247625	2.060654	0.012192	0.779638	75.040000	0.777385	74.970000	
2.282714	2.078358	0.012508	0.760657	75.600000	0.760599	75.960000	
2.263492	2.055935	0.011983	0.746592	76.300000	0.750452	76.200000	
2.277051	2.051744	0.012305	0.734322	76.760000	0.737250	76.640000	
2.297753	2.063199	0.012149	0.729900	77.500000	0.730028	77.280000	
2.290508	2.050070	0.011850	0.715946	77.840000	0.714487	77.940000	
2.306301	2.052682	0.011916	0.707673	78.140000	0.703774	78.290000	
2.311402	2.052083	0.011641	0.701671	78.560000	0.695565	78.590000	
2.331348	2.059137	0.011700	0.694458	79.260000	0.688084	78.770000	
2.314343	2.039896	0.011318	0.680608	79.380000	0.674131	79.340000	
2.314060	2.034794	0.011064	0.666807	79.360000	0.663032	79.950000	
2.330655	2.039091	0.011113	0.661322	79.840000	0.656611	79.970000	
2.341039	2.035883	0.011211	0.664031	79.800000	0.657377	80.180000	
2.346940	2.036613	0.010999	0.651434	80.420000	0.645066	80.660000	
2.356994	2.037836	0.010927	0.642377	80.800000	0.639869	80.800000	
2.373470	2.046068	0.010842	0.634394	80.740000	0.633764	80.770000	
2.376315	2.030760	0.011078	0.631566	81.120000	0.629840	80.950000	
2.364128	2.029224	0.010407	0.623706	81.360000	0.621340	81.260000	
2.405851	2.046493	0.010836	0.615199	81.540000	0.610657	81.700000	
2.407726	2.041727	0.010716	0.612840	81.680000	0.605452	81.640000	
2.423441	2.046014	0.010738	0.616722	81.920000	0.607704	81.930000	
2.443474	2.053112	0.010803	0.605810	81.780000	0.595263	82.230000	
2.427951	2.039627	0.010459	0.605641	81.940000	0.595155	82.320000	
2.439638	2.042479	0.010423	0.598742	82.400000	0.591134	82.390000	
2.455588	2.046976	0.010451	0.590053	82.480000	0.588297	82.030000	
2.484912	2.059189	0.010618	0.587085	82.700000	0.588512	82.380000	
2.479992	2.050613	0.010451	0.579658	83.240000	0.585289	82.540000	
2.452693	2.022970	0.010214	0.574684	83.220000	0.578062	82.860000	
2.509174	2.050621	0.010649	0.573359	83.140000	0.576984	82.970000	
2.491539	2.039540	0.010260	0.573418	83.540000	0.578664	83.050000	
