Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.171824	4.171144	1.938835	2.232309	0.004259	2.323381	10.000000	2.322848	10.000000	
4.029680	4.026903	1.933755	2.093148	0.006052	2.226686	14.840000	2.225332	15.200000	
3.910282	3.904117	1.929700	1.974417	0.008157	2.025563	27.860000	2.016670	27.560000	
3.779237	3.768985	1.922492	1.846493	0.009721	1.840227	34.060000	1.827147	34.640000	
3.711433	3.697716	1.919044	1.778672	0.010161	1.786883	36.960000	1.776103	37.440000	
3.630768	3.613336	1.913436	1.699900	0.010573	1.773041	39.380000	1.760072	39.280000	
3.587334	3.566288	1.910176	1.656112	0.010781	1.766783	40.360000	1.749026	40.410000	
3.545328	3.520819	1.904676	1.616143	0.010895	1.752715	41.300000	1.732830	41.200000	
3.520393	3.493524	1.901052	1.592473	0.010535	1.745268	41.640000	1.726011	41.350000	
3.507401	3.477289	1.898707	1.578581	0.010567	1.737606	41.820000	1.722315	42.100000	
3.500828	3.467704	1.896162	1.571542	0.010518	1.710729	43.400000	1.700698	43.280000	
3.465481	3.429676	1.892043	1.537633	0.010375	1.689323	43.920000	1.685212	43.720000	
3.484661	3.445631	1.892383	1.553248	0.010409	1.678305	44.120000	1.675455	43.850000	
3.460036	3.417819	1.890142	1.527677	0.010422	1.668210	44.940000	1.664949	44.420000	
3.448110	3.402201	1.887785	1.514416	0.010557	1.647292	45.660000	1.648664	45.430000	
3.444701	3.394564	1.885703	1.508860	0.010779	1.635158	46.080000	1.637165	45.500000	
3.444191	3.391130	1.883843	1.507287	0.010717	1.614513	46.760000	1.619490	46.510000	
3.436000	3.378147	1.880919	1.497228	0.011019	1.607834	46.940000	1.608590	46.610000	
3.437005	3.374492	1.877414	1.497078	0.011263	1.598543	47.980000	1.601617	47.450000	
3.428283	3.359698	1.875539	1.484159	0.011722	1.576737	48.400000	1.581956	48.170000	
