Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.443507	3.443272	0.004649	2.294369	17.100000	2.293460	16.980000	
3.279206	3.278285	0.006538	2.275207	18.440000	2.273952	18.630000	
3.181114	3.179321	0.007693	1.991659	27.820000	1.989474	28.320000	
3.079950	3.077062	0.008877	1.817478	35.840000	1.816290	36.520000	
2.998265	2.994185	0.009763	1.713693	39.800000	1.708251	40.310000	
2.930010	2.924895	0.010025	1.695165	41.660000	1.685365	42.120000	
2.856712	2.850427	0.010421	1.671354	43.640000	1.657416	44.160000	
2.822347	2.815209	0.010257	1.669985	43.800000	1.656498	43.880000	
2.806022	2.797960	0.010223	1.657800	44.740000	1.647874	44.380000	
2.778586	2.769588	0.010207	1.647734	44.720000	1.641296	44.880000	
2.774042	2.764196	0.010107	1.640731	45.440000	1.633027	45.530000	
2.767489	2.756746	0.010067	1.628309	45.840000	1.620244	46.060000	
2.762292	2.750304	0.010337	1.624283	46.160000	1.616132	46.410000	
2.751023	2.738233	0.010212	1.614802	46.720000	1.608986	47.110000	
2.742317	2.728479	0.010291	1.608531	46.480000	1.604846	47.080000	
2.728304	2.713797	0.010087	1.609406	46.340000	1.601413	46.780000	
2.721857	2.706066	0.010315	1.600113	47.660000	1.593655	47.810000	
2.746568	2.728926	0.010870	1.603007	48.180000	1.596851	47.880000	
2.723326	2.704943	0.010714	1.592240	48.300000	1.585857	48.530000	
2.738746	2.719157	0.010827	1.587514	48.260000	1.575191	48.440000	
