Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.115341	4.104525	0.004257	2.268048	11.260000	2.265598	11.320000	
3.933903	3.879777	0.007399	2.123998	19.040000	2.119262	19.460000	
3.774542	3.654863	0.010015	1.869690	35.980000	1.859776	36.470000	
3.687183	3.500106	0.011253	1.656413	44.060000	1.639597	44.350000	
3.660466	3.416556	0.011400	1.557829	48.380000	1.545309	47.820000	
3.714992	3.415999	0.011450	1.501470	50.140000	1.494728	50.000000	
3.747974	3.389099	0.011616	1.474766	51.240000	1.470565	51.660000	
3.775856	3.361767	0.011626	1.438707	53.280000	1.426802	53.680000	
3.814791	3.343479	0.011667	1.405601	54.880000	1.392052	55.720000	
3.857600	3.321796	0.011877	1.350381	57.640000	1.331473	58.060000	
3.892975	3.315508	0.011574	1.296630	59.600000	1.280131	60.110000	
3.929334	3.310449	0.011329	1.276613	59.940000	1.265526	60.950000	
3.990848	3.314250	0.011394	1.249789	61.620000	1.241819	62.060000	
4.063153	3.327544	0.011469	1.225160	63.200000	1.215083	63.240000	
4.102453	3.315795	0.011427	1.190745	64.200000	1.185532	64.320000	
4.136564	3.309440	0.011237	1.183692	64.400000	1.173954	64.900000	
4.204108	3.312587	0.011375	1.151674	65.240000	1.147373	65.710000	
4.289045	3.333831	0.011493	1.128679	66.020000	1.127961	65.860000	
4.298246	3.312376	0.011220	1.144711	65.920000	1.146036	65.810000	
4.381226	3.321976	0.011434	1.130426	66.360000	1.126498	66.410000	
