Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.395536	3.395261	0.005549	2.176922	21.600000	2.170034	23.100000	
3.058074	3.056851	0.009182	2.032953	27.100000	2.030873	28.040000	
2.815495	2.813245	0.010202	1.880077	36.180000	1.882236	36.350000	
2.715447	2.712135	0.010751	1.748401	42.720000	1.752666	42.260000	
2.686069	2.681849	0.010667	1.681686	45.640000	1.686410	44.740000	
2.651555	2.646114	0.011254	1.653300	46.760000	1.654982	46.220000	
2.647199	2.640485	0.011743	1.623877	47.440000	1.625539	46.920000	
2.621378	2.613428	0.012058	1.614010	47.920000	1.614803	47.400000	
2.609852	2.600512	0.012500	1.601642	47.880000	1.605358	48.030000	
2.596907	2.586141	0.012888	1.583194	48.940000	1.587534	48.670000	
2.596639	2.584315	0.013350	1.572682	49.700000	1.577459	49.270000	
2.589302	2.575572	0.013583	1.550251	50.760000	1.559976	49.660000	
2.592869	2.577700	0.013806	1.533071	51.720000	1.539515	51.070000	
2.577518	2.560726	0.014151	1.538323	51.160000	1.539391	50.890000	
2.585290	2.567091	0.014281	1.519987	51.760000	1.523160	51.150000	
2.583011	2.563257	0.014501	1.502908	51.800000	1.511866	51.600000	
2.575577	2.554643	0.014436	1.497182	52.580000	1.499610	52.230000	
2.587996	2.565878	0.014378	1.490738	53.460000	1.492816	52.570000	
2.586733	2.563381	0.014364	1.478458	53.640000	1.485471	52.770000	
2.571547	2.546568	0.014573	1.473706	54.140000	1.481612	53.090000	
