Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.513568	3.503588	0.004288	2.316689	10.000000	2.316666	10.000000	
3.418438	3.378597	0.005881	2.343664	12.380000	2.342479	12.350000	
3.348093	3.265867	0.007322	2.159656	18.160000	2.153154	18.680000	
3.263249	3.121300	0.009088	1.948745	28.960000	1.936843	30.260000	
3.226106	3.026966	0.009933	1.819528	34.020000	1.808320	34.850000	
3.232961	2.982038	0.010256	1.734861	37.820000	1.723356	39.400000	
3.214733	2.905816	0.010671	1.699290	40.000000	1.687258	40.920000	
3.197714	2.833741	0.010905	1.669117	42.340000	1.655536	43.340000	
3.226851	2.811714	0.010972	1.669291	43.460000	1.649024	44.140000	
3.267191	2.793710	0.011204	1.672493	44.760000	1.646121	45.310000	
3.291229	2.775437	0.011037	1.633115	46.240000	1.606004	46.730000	
3.309544	2.760308	0.010733	1.617241	47.340000	1.587341	47.730000	
3.361963	2.755683	0.010901	1.591786	48.160000	1.554022	49.250000	
3.432282	2.769777	0.011026	1.576455	48.500000	1.538902	49.370000	
3.484263	2.779433	0.010925	1.577481	49.460000	1.537232	50.290000	
3.496503	2.756246	0.010734	1.557195	50.500000	1.521307	50.740000	
3.565886	2.768356	0.010862	1.568018	50.680000	1.531738	50.830000	
3.626804	2.771089	0.010992	1.596971	49.960000	1.559680	50.520000	
3.666417	2.784513	0.010713	1.655314	49.400000	1.618935	49.220000	
3.731220	2.790702	0.010837	1.685495	47.700000	1.651465	47.920000	
