Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.466828	3.457048	0.004440	2.272041	15.360000	2.271663	15.240000	
3.343536	3.302075	0.006724	2.254049	13.600000	2.251485	14.050000	
3.282902	3.197904	0.008353	2.125061	17.880000	2.118501	18.860000	
3.232486	3.096765	0.009569	1.831941	34.080000	1.827754	33.830000	
3.200842	3.019330	0.009946	1.675307	42.340000	1.673414	41.810000	
3.229713	3.005077	0.010087	1.598236	45.300000	1.592956	44.770000	
3.233666	2.962119	0.010309	1.569558	46.660000	1.558452	46.590000	
3.247073	2.925787	0.010577	1.530017	48.080000	1.513806	48.810000	
3.277681	2.911216	0.010642	1.529276	48.620000	1.516651	49.320000	
3.303529	2.877753	0.011069	1.505929	50.540000	1.500721	50.600000	
3.333244	2.873222	0.010816	1.498157	51.080000	1.495596	51.020000	
3.360981	2.866432	0.010618	1.529707	50.440000	1.528567	50.380000	
3.400813	2.859659	0.010687	1.495133	51.860000	1.504002	51.350000	
3.462114	2.872824	0.010777	1.493871	52.280000	1.504762	51.670000	
3.508820	2.871281	0.010859	1.508612	51.520000	1.519238	51.670000	
3.523128	2.851716	0.010697	1.505991	52.320000	1.522527	52.220000	
3.574923	2.853412	0.010797	1.479351	52.840000	1.493239	52.630000	
3.627838	2.854280	0.010916	1.500007	53.200000	1.512359	53.040000	
3.657698	2.851435	0.010762	1.449507	54.680000	1.464711	54.250000	
3.703765	2.844857	0.010873	1.430099	55.660000	1.441967	55.420000	
