Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.081542	4.075971	1.936510	2.139460	0.004531	2.257090	16.940000	2.256170	16.900000	
3.869696	3.842604	1.924021	1.918583	0.008055	2.160461	20.840000	2.158696	20.490000	
3.699879	3.644149	1.910722	1.733426	0.010090	1.895249	34.680000	1.895295	34.470000	
3.600120	3.515507	1.896786	1.618721	0.010982	1.695358	42.680000	1.697691	42.680000	
3.554808	3.441508	1.888101	1.553407	0.011445	1.604225	46.720000	1.608261	46.320000	
3.550077	3.413286	1.881836	1.531450	0.011303	1.545641	48.960000	1.544312	48.680000	
3.532805	3.367291	1.876565	1.490726	0.011573	1.512854	51.140000	1.510743	50.500000	
3.537075	3.343909	1.873097	1.470812	0.011707	1.465834	52.920000	1.460348	52.630000	
3.556782	3.330527	1.868963	1.461564	0.012097	1.424816	54.460000	1.421668	54.140000	
3.590333	3.330879	1.867683	1.463196	0.012416	1.386079	56.180000	1.377766	55.850000	
3.604742	3.320179	1.864231	1.455948	0.012321	1.364722	57.540000	1.360376	56.810000	
3.598316	3.292104	1.858941	1.433163	0.012112	1.317553	59.260000	1.314819	58.850000	
3.641710	3.301909	1.860602	1.441307	0.012361	1.298576	59.680000	1.296835	59.630000	
3.639137	3.277069	1.857323	1.419746	0.012193	1.270249	61.000000	1.269561	60.690000	
3.679052	3.291540	1.857023	1.434517	0.012147	1.250817	61.580000	1.242788	61.790000	
3.693101	3.273089	1.855335	1.417754	0.012316	1.230055	62.400000	1.223355	62.670000	
3.688334	3.262701	1.852941	1.409760	0.011728	1.207487	63.240000	1.204184	63.600000	
3.742157	3.279859	1.856024	1.423836	0.012014	1.190819	64.160000	1.188597	64.540000	
3.772517	3.279688	1.855044	1.424644	0.012106	1.160625	65.320000	1.167323	65.330000	
3.785777	3.278664	1.854444	1.424220	0.011823	1.156334	65.480000	1.168903	65.310000	
