Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.432574	3.430436	1.229303	2.201133	0.004470	2.304914	10.040000	2.304181	10.150000	
3.293562	3.285190	1.221509	2.063681	0.006100	2.280606	10.460000	2.278131	10.370000	
3.154378	3.136215	1.219028	1.917188	0.008004	2.138960	17.420000	2.134372	17.900000	
3.018716	2.988732	1.215040	1.773692	0.009492	1.828805	33.820000	1.824446	33.700000	
2.934425	2.893296	1.212906	1.680390	0.010159	1.682925	41.240000	1.674607	41.030000	
2.897948	2.847074	1.212114	1.634959	0.010281	1.644010	42.700000	1.629468	43.740000	
2.859113	2.797742	1.210782	1.586961	0.010492	1.622888	44.780000	1.604998	45.680000	
2.836191	2.764376	1.210413	1.553963	0.010641	1.596744	45.520000	1.578122	46.930000	
2.827918	2.746106	1.209709	1.536396	0.010689	1.573048	47.640000	1.558321	47.760000	
2.815805	2.723085	1.209210	1.513876	0.010852	1.556764	48.300000	1.544332	48.600000	
2.819852	2.720985	1.208655	1.512329	0.010457	1.520844	49.760000	1.507213	50.150000	
2.825184	2.709830	1.207963	1.501866	0.011146	1.494759	50.160000	1.479716	51.320000	
2.838705	2.713052	1.208335	1.504717	0.011168	1.473989	52.040000	1.456585	52.430000	
2.828626	2.687017	1.206856	1.480161	0.011653	1.452553	52.360000	1.438248	52.970000	
2.832206	2.681865	1.206541	1.475324	0.011518	1.445172	52.980000	1.436309	53.420000	
2.834411	2.668789	1.205487	1.463303	0.011873	1.416363	53.580000	1.408267	54.630000	
2.825273	2.648294	1.205781	1.442513	0.011914	1.393954	55.960000	1.387053	55.770000	
2.848733	2.657724	1.205114	1.452610	0.012130	1.387373	55.820000	1.379964	56.250000	
2.856963	2.651265	1.205167	1.446097	0.012356	1.347968	57.100000	1.342870	57.350000	
2.864719	2.650296	1.203841	1.446455	0.012215	1.335376	58.080000	1.335636	57.770000	
