Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.646838	3.646537	0.005726	2.191083	21.780000	2.188134	22.110000	
3.250129	3.248756	0.010093	1.925445	31.860000	1.922171	31.570000	
3.121179	3.118696	0.011048	1.741434	41.720000	1.739783	42.050000	
3.049673	3.046265	0.010844	1.681888	45.320000	1.683108	44.620000	
3.001256	2.996799	0.011032	1.656329	45.720000	1.663039	45.410000	
2.982939	2.977374	0.011257	1.634517	46.100000	1.645596	46.170000	
2.967144	2.960370	0.011599	1.617559	47.400000	1.632518	46.710000	
2.965733	2.957640	0.012001	1.594261	48.440000	1.613716	47.610000	
2.954511	2.944936	0.012536	1.578006	49.000000	1.597852	48.240000	
2.947967	2.936899	0.012962	1.562161	50.140000	1.584670	48.850000	
2.949055	2.936724	0.013067	1.545687	50.280000	1.564310	49.470000	
2.936128	2.922197	0.013480	1.528641	51.060000	1.542022	50.270000	
2.927076	2.911922	0.013496	1.535900	50.440000	1.548552	50.170000	
2.940488	2.924156	0.013464	1.528820	51.100000	1.541172	50.510000	
2.935845	2.917752	0.013895	1.518914	51.560000	1.532378	50.980000	
2.930471	2.910983	0.013995	1.517156	51.660000	1.523445	50.950000	
2.944707	2.924217	0.013823	1.497932	52.220000	1.501952	51.830000	
2.928598	2.906553	0.014023	1.501280	52.320000	1.499854	52.200000	
2.921306	2.898062	0.013984	1.501782	52.200000	1.497970	52.360000	
2.933301	2.908177	0.014341	1.492087	52.200000	1.491318	52.480000	
