Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.595173	3.586955	1.604215	1.982740	0.006778	2.114642	21.480000	2.111428	21.350000	
3.249205	3.215641	1.569213	1.646427	0.010865	1.834600	38.400000	1.826603	37.990000	
3.128610	3.071054	1.562462	1.508592	0.011223	1.675005	44.400000	1.670295	44.660000	
3.106346	3.025217	1.558671	1.466545	0.011315	1.589531	47.580000	1.582771	48.020000	
3.126551	3.020701	1.558102	1.462599	0.011471	1.524895	50.120000	1.518936	50.240000	
3.115208	2.982494	1.556105	1.426389	0.011781	1.469561	51.840000	1.461630	52.570000	
3.138972	2.975894	1.554204	1.421690	0.012228	1.424355	54.140000	1.414504	54.720000	
3.148485	2.958966	1.552672	1.406294	0.012324	1.377193	56.400000	1.364339	56.820000	
3.159819	2.947591	1.551659	1.395933	0.012178	1.326532	58.460000	1.313925	58.750000	
3.189418	2.952973	1.553078	1.399895	0.012148	1.288260	59.640000	1.275281	60.350000	
3.214363	2.953263	1.552008	1.401255	0.012135	1.260495	61.080000	1.251924	61.380000	
3.211669	2.931408	1.550687	1.380720	0.011899	1.218491	62.400000	1.206613	63.370000	
3.227738	2.925441	1.551174	1.374266	0.011791	1.186099	63.780000	1.183195	64.590000	
3.245345	2.931742	1.552577	1.379165	0.011331	1.179402	64.280000	1.177010	65.070000	
3.275349	2.936295	1.551196	1.385099	0.011404	1.146388	65.600000	1.144985	66.170000	
3.294556	2.935780	1.552277	1.383503	0.011294	1.115952	66.780000	1.119844	67.030000	
3.319792	2.934974	1.552361	1.382613	0.011383	1.090540	67.700000	1.092374	67.860000	
3.341798	2.932366	1.550520	1.381846	0.011414	1.065009	69.080000	1.069837	69.110000	
3.375008	2.938910	1.548938	1.389971	0.011496	1.046346	69.820000	1.058217	69.440000	
3.367925	2.922604	1.550471	1.372133	0.011140	1.020964	70.580000	1.033710	69.880000	
