Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.102050	4.091427	0.004682	2.323116	10.000000	2.321941	10.000000	
3.945051	3.897511	0.007503	2.179987	18.560000	2.177210	19.660000	
3.806126	3.707082	0.009490	1.904612	31.580000	1.900148	31.950000	
3.714404	3.555172	0.010962	1.689141	41.480000	1.675764	42.330000	
3.670602	3.461852	0.011169	1.608260	44.760000	1.590304	46.250000	
3.700338	3.448713	0.011031	1.576135	48.100000	1.563792	47.960000	
3.717583	3.416672	0.011149	1.541238	49.640000	1.523461	49.940000	
3.736139	3.384835	0.011287	1.527894	50.180000	1.506783	50.460000	
3.783053	3.380515	0.011407	1.496691	51.740000	1.473864	51.850000	
3.828225	3.363958	0.011779	1.484602	52.700000	1.467316	52.660000	
3.837133	3.335994	0.011496	1.455459	53.760000	1.446300	54.080000	
3.867626	3.329491	0.011275	1.445421	54.320000	1.441770	55.060000	
3.941949	3.341529	0.011572	1.402168	56.500000	1.404426	56.730000	
3.986741	3.330823	0.011706	1.373604	57.020000	1.376456	57.330000	
4.033453	3.328731	0.011714	1.358002	58.200000	1.359566	58.330000	
4.060862	3.318989	0.011535	1.344755	58.740000	1.351898	58.910000	
4.131320	3.323708	0.011795	1.314576	60.040000	1.316511	59.840000	
4.189952	3.328144	0.011868	1.287606	61.260000	1.296405	60.680000	
4.214444	3.325105	0.011584	1.304534	61.300000	1.310609	60.890000	
4.289988	3.326416	0.011902	1.313860	60.980000	1.321773	60.950000	
