Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.424530	3.413034	0.004430	2.269426	10.400000	2.266898	10.740000	
3.250562	3.195055	0.007542	2.182032	16.780000	2.175355	17.940000	
3.171905	3.055546	0.009643	1.903025	31.120000	1.890543	32.660000	
3.111844	2.930003	0.010826	1.654790	43.460000	1.640999	44.160000	
3.082953	2.846691	0.010928	1.538357	48.480000	1.516763	49.250000	
3.111157	2.824940	0.010848	1.458382	51.600000	1.431181	52.830000	
3.143328	2.799153	0.011027	1.426074	53.640000	1.398308	54.290000	
3.167673	2.770440	0.011036	1.380447	55.720000	1.353626	55.930000	
3.219251	2.763132	0.011178	1.329742	56.760000	1.299922	57.590000	
3.261711	2.737536	0.011498	1.304512	58.260000	1.281864	59.310000	
3.305134	2.734684	0.011314	1.324826	58.840000	1.306630	58.950000	
3.341824	2.728508	0.011110	1.300475	59.520000	1.275410	60.370000	
3.435134	2.746626	0.011473	1.268010	60.320000	1.248717	61.530000	
3.508969	2.753962	0.011648	1.249600	61.600000	1.232700	61.830000	
3.545442	2.738323	0.011602	1.253483	61.660000	1.239140	62.030000	
3.579484	2.731627	0.011398	1.252106	62.080000	1.237934	62.510000	
3.662026	2.742741	0.011606	1.246799	62.140000	1.229044	63.320000	
3.742124	2.745870	0.011863	1.234451	62.740000	1.220736	63.500000	
3.765271	2.738313	0.011567	1.228592	63.140000	1.208789	64.120000	
3.828904	2.730224	0.011735	1.183322	64.680000	1.177545	65.050000	
