Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.401583	3.390393	0.004646	2.341710	10.140000	2.339478	10.090000	
3.240025	3.189639	0.007520	2.165957	21.420000	2.164208	21.090000	
3.142370	3.038867	0.009357	1.884731	35.120000	1.875766	34.390000	
3.074398	2.913594	0.010445	1.668436	42.040000	1.653591	42.290000	
3.047978	2.838446	0.010576	1.569722	46.220000	1.556250	46.280000	
3.079009	2.822247	0.010614	1.513075	48.900000	1.504884	48.870000	
3.104894	2.798465	0.010708	1.487709	50.580000	1.486942	50.420000	
3.128159	2.771560	0.010809	1.445991	52.580000	1.445198	52.780000	
3.163269	2.756524	0.010871	1.438170	53.460000	1.445160	53.150000	
3.205960	2.732888	0.011318	1.413779	55.040000	1.422772	54.790000	
3.247317	2.732891	0.011129	1.373893	56.720000	1.382407	56.440000	
3.277900	2.722528	0.010973	1.360164	58.420000	1.366903	57.780000	
3.349281	2.730419	0.011251	1.340412	59.600000	1.345595	59.070000	
3.413765	2.736964	0.011391	1.317510	60.440000	1.325282	60.170000	
3.452424	2.730458	0.011321	1.284091	61.400000	1.288921	61.320000	
3.482626	2.718003	0.011214	1.231912	62.960000	1.238163	62.730000	
3.553678	2.725976	0.011402	1.229321	63.460000	1.236446	63.440000	
3.618821	2.732241	0.011516	1.211840	64.480000	1.211782	63.950000	
3.632012	2.720880	0.011193	1.218770	64.580000	1.217341	64.470000	
3.703585	2.722440	0.011432	1.184054	65.480000	1.192048	65.300000	
