Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.422208	3.422024	0.004360	2.314629	9.900000	2.314621	10.030000	
3.280143	3.279396	0.006194	2.290600	10.600000	2.287003	10.530000	
3.148713	3.147111	0.008046	2.015259	26.640000	2.009629	26.680000	
3.020896	3.018341	0.009195	1.878829	32.700000	1.876588	32.380000	
2.933854	2.930416	0.009652	1.768957	37.800000	1.762008	38.220000	
2.856580	2.852081	0.010338	1.690931	42.400000	1.673043	42.420000	
2.829719	2.824411	0.010323	1.676180	43.440000	1.649339	44.480000	
2.780737	2.774637	0.010285	1.669682	44.040000	1.643039	44.840000	
2.768195	2.761407	0.010098	1.666301	45.000000	1.639188	46.100000	
2.761170	2.753720	0.009912	1.657784	45.020000	1.630450	46.440000	
2.746003	2.737717	0.009973	1.655005	45.380000	1.632601	46.060000	
2.742369	2.733354	0.009910	1.651954	45.720000	1.626553	46.730000	
2.741441	2.731617	0.009937	1.636903	46.380000	1.612743	47.480000	
2.700355	2.689613	0.010058	1.626826	46.980000	1.601868	47.450000	
2.723326	2.711757	0.010084	1.624547	46.860000	1.600074	48.000000	
2.710136	2.697453	0.010341	1.616464	47.620000	1.591812	48.430000	
2.695967	2.682293	0.010477	1.613920	47.760000	1.589390	48.780000	
2.702025	2.687461	0.010518	1.617364	47.760000	1.593515	48.000000	
2.698727	2.683028	0.010727	1.592156	48.720000	1.573386	48.730000	
2.678216	2.660835	0.011268	1.580136	48.860000	1.558507	49.450000	
