Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.456162	3.444822	0.004458	2.286326	11.100000	2.285421	11.410000	
3.352245	3.307080	0.006458	2.293566	11.660000	2.288737	12.020000	
3.300630	3.206952	0.008088	2.167992	17.820000	2.160821	18.420000	
3.225957	3.073391	0.009461	1.934619	26.900000	1.924879	26.880000	
3.177391	2.967110	0.010145	1.688352	40.200000	1.674500	40.320000	
3.181726	2.916741	0.010481	1.610497	44.360000	1.594637	44.020000	
3.193397	2.875076	0.010639	1.543731	46.840000	1.523656	47.130000	
3.196517	2.826284	0.010731	1.532045	48.580000	1.505081	48.540000	
3.232095	2.814611	0.010674	1.517743	49.180000	1.491155	49.580000	
3.283640	2.800960	0.011048	1.522794	49.680000	1.495895	49.980000	
3.304404	2.783384	0.010785	1.530756	49.780000	1.504586	50.490000	
3.351607	2.792466	0.010570	1.547833	50.280000	1.527779	50.290000	
3.419065	2.804697	0.010683	1.578020	49.820000	1.557463	50.370000	
3.473145	2.796904	0.010888	1.580836	50.200000	1.564199	50.440000	
3.514924	2.794842	0.010798	1.613692	49.960000	1.594652	50.170000	
3.525346	2.762390	0.010701	1.578561	51.180000	1.569532	51.590000	
3.604637	2.774628	0.010936	1.596362	50.740000	1.585954	50.940000	
3.659521	2.771769	0.011031	1.550499	52.480000	1.534615	52.470000	
3.684348	2.762571	0.010833	1.533874	53.160000	1.528492	53.370000	
3.752006	2.760212	0.011053	1.511758	53.700000	1.512547	54.020000	
