Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.769640	3.769423	0.004381	2.312154	12.140000	2.311450	12.240000	
3.628953	3.628059	0.006458	2.252376	20.420000	2.250088	20.360000	
3.491041	3.489189	0.008093	2.036753	24.400000	2.034240	24.730000	
3.357738	3.354718	0.009488	1.917028	30.200000	1.912007	30.720000	
3.269083	3.264919	0.010184	1.824636	34.400000	1.820910	35.420000	
3.208998	3.203780	0.010442	1.781915	37.880000	1.773551	38.640000	
3.145944	3.139601	0.010753	1.809224	38.180000	1.795567	38.780000	
3.139302	3.132119	0.010545	1.790961	39.180000	1.774940	40.430000	
3.098287	3.090176	0.010509	1.792283	39.240000	1.777838	40.150000	
3.091126	3.081887	0.010712	1.787879	39.340000	1.775124	40.720000	
3.087236	3.077393	0.010320	1.779287	40.200000	1.765052	41.360000	
3.076974	3.066144	0.010369	1.780919	40.800000	1.766534	41.390000	
3.079481	3.067406	0.010635	1.763450	41.280000	1.749106	42.540000	
3.044707	3.031851	0.010481	1.755625	41.480000	1.739244	42.800000	
3.061389	3.047590	0.010473	1.743829	41.800000	1.733326	42.810000	
3.036301	3.021105	0.010795	1.736409	42.340000	1.727694	43.330000	
3.051916	3.035790	0.010759	1.723228	42.900000	1.716098	43.510000	
3.012296	2.995041	0.010856	1.709038	43.700000	1.700198	43.750000	
3.014248	2.995676	0.011051	1.710242	43.980000	1.701798	44.160000	
3.019565	2.999934	0.011083	1.695018	44.180000	1.685897	44.850000	
