Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.196214	4.185972	0.003947	2.303007	10.180000	2.302364	10.270000	
4.132796	4.092888	0.005357	2.292796	10.080000	2.290088	10.090000	
4.098353	4.014796	0.006773	2.064577	21.080000	2.055274	20.730000	
4.060725	3.916396	0.008391	1.893766	29.460000	1.878837	30.400000	
4.004418	3.793984	0.009523	1.799957	33.380000	1.784008	33.730000	
3.987179	3.714422	0.010120	1.668991	39.720000	1.645931	40.980000	
3.993713	3.659273	0.010493	1.605662	44.800000	1.581544	45.360000	
4.005083	3.605463	0.010871	1.567870	46.780000	1.551432	46.460000	
4.020273	3.563609	0.010961	1.529023	49.280000	1.513920	49.190000	
4.059837	3.533821	0.011303	1.518820	50.460000	1.501664	50.140000	
4.095592	3.527401	0.011039	1.493739	51.900000	1.475609	51.850000	
4.140244	3.527086	0.010881	1.463661	52.920000	1.450407	52.820000	
4.207117	3.528812	0.011073	1.446095	53.940000	1.438930	53.820000	
4.278319	3.531534	0.011287	1.432703	54.680000	1.427428	54.590000	
4.307735	3.512444	0.011196	1.422395	55.460000	1.416768	55.290000	
4.341741	3.501957	0.011058	1.423265	55.980000	1.414052	55.900000	
4.411923	3.505179	0.011217	1.393864	56.480000	1.380453	56.510000	
4.497855	3.525335	0.011344	1.411636	56.600000	1.406665	56.850000	
4.505378	3.500191	0.011089	1.401506	57.500000	1.400373	57.480000	
4.594050	3.510114	0.011340	1.398741	57.400000	1.394166	57.620000	
