Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.165512	4.154886	0.004643	2.298231	9.980000	2.298303	10.010000	
4.073492	4.030494	0.006794	2.329838	10.000000	2.329417	9.980000	
4.024973	3.940813	0.007964	2.207713	12.900000	2.204559	13.160000	
3.956002	3.819303	0.009295	1.957317	27.000000	1.949428	27.100000	
3.896884	3.706981	0.010031	1.788719	36.140000	1.779020	36.250000	
3.916557	3.677295	0.010355	1.712234	39.840000	1.692602	40.740000	
3.905163	3.611456	0.010750	1.677003	41.540000	1.650009	42.890000	
3.919567	3.573873	0.010974	1.667605	43.380000	1.631835	44.100000	
3.952122	3.557419	0.011052	1.627087	45.020000	1.589807	46.100000	
3.977644	3.524865	0.011354	1.593487	46.480000	1.552817	47.470000	
4.009714	3.515024	0.011212	1.553375	47.820000	1.513255	49.320000	
4.050985	3.521862	0.010953	1.526704	48.780000	1.489550	50.140000	
4.085777	3.496658	0.011219	1.546460	48.700000	1.514802	49.640000	
4.153684	3.515127	0.011260	1.519144	50.280000	1.492087	51.020000	
4.202466	3.519200	0.011224	1.528651	50.940000	1.508022	50.820000	
4.238814	3.517492	0.011081	1.513815	51.640000	1.500561	51.510000	
4.272756	3.495187	0.011220	1.506886	52.040000	1.492471	52.020000	
4.350463	3.517939	0.011328	1.514233	52.700000	1.496283	52.570000	
4.360006	3.494333	0.011142	1.507424	53.000000	1.501168	52.710000	
4.415937	3.498204	0.011204	1.504914	53.180000	1.501730	53.040000	
