Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.416918	3.413020	1.225660	2.187360	0.004865	2.325145	10.020000	2.322274	9.990000	
3.281320	3.265224	1.213949	2.051275	0.007010	2.210105	15.820000	2.204003	16.830000	
3.160554	3.127190	1.208109	1.919080	0.008856	1.954025	29.960000	1.945241	30.830000	
3.043692	2.991014	1.201502	1.789512	0.010027	1.795007	37.240000	1.783980	37.980000	
2.993562	2.922465	1.198418	1.724047	0.010541	1.701118	41.200000	1.685002	42.520000	
2.939398	2.850601	1.194876	1.655726	0.010768	1.648115	44.220000	1.631282	45.030000	
2.908608	2.801937	1.193444	1.608493	0.010941	1.624511	44.960000	1.610293	45.980000	
2.908175	2.787101	1.192715	1.594386	0.010768	1.598045	46.840000	1.584398	47.160000	
2.896772	2.759569	1.190468	1.569100	0.010757	1.575989	48.380000	1.559597	48.720000	
2.892775	2.735906	1.189679	1.546228	0.011016	1.557076	49.500000	1.537200	49.520000	
2.904751	2.736317	1.189272	1.547045	0.010694	1.506642	50.940000	1.488538	51.460000	
2.914538	2.722704	1.187992	1.534711	0.011121	1.492693	52.080000	1.476686	51.890000	
2.924869	2.712415	1.187397	1.525018	0.011332	1.458931	53.320000	1.441425	53.730000	
2.936802	2.702182	1.186753	1.515430	0.011585	1.413434	55.140000	1.399575	54.950000	
2.946758	2.696205	1.185795	1.510410	0.011519	1.420558	55.280000	1.412160	55.140000	
2.947346	2.675049	1.185286	1.489763	0.011713	1.384882	56.020000	1.377454	56.020000	
2.958604	2.670549	1.183912	1.486637	0.011636	1.357630	57.360000	1.348422	57.500000	
2.975042	2.662878	1.184927	1.477951	0.011894	1.337665	58.240000	1.327235	58.470000	
3.012242	2.679742	1.184582	1.495160	0.011985	1.317030	59.080000	1.307439	59.440000	
3.004132	2.657576	1.182675	1.474900	0.011846	1.318774	58.840000	1.309758	59.470000	
