Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.426966	3.410809	1.907596	1.503213	0.009200	2.109819	24.860000	2.100283	25.580000	
3.096947	3.038442	1.882785	1.155657	0.012140	1.630864	41.040000	1.623180	41.690000	
2.926089	2.822658	1.867319	0.955338	0.012897	0.952020	67.720000	0.943769	67.600000	
2.835127	2.681411	1.855163	0.826248	0.013714	0.674163	77.940000	0.670245	77.750000	
2.761691	2.566095	1.845212	0.720883	0.013601	0.581322	80.920000	0.578861	80.740000	
2.749935	2.507939	1.840650	0.667289	0.013770	0.540778	82.080000	0.536079	82.350000	
2.739297	2.452561	1.836586	0.615975	0.013792	0.520049	83.100000	0.519377	83.070000	
2.759307	2.429814	1.835326	0.594487	0.013742	0.494746	84.060000	0.496471	83.970000	
2.736334	2.377340	1.829008	0.548332	0.013199	0.477849	84.760000	0.479936	84.610000	
2.764206	2.357174	1.828409	0.528765	0.013390	0.466042	85.100000	0.468610	84.780000	
2.783783	2.342186	1.827171	0.515015	0.013150	0.452527	85.360000	0.455371	85.110000	
2.816025	2.347217	1.828203	0.519014	0.012737	0.440651	85.860000	0.445101	85.840000	
2.814378	2.316329	1.826246	0.490083	0.012457	0.434548	86.320000	0.438531	86.070000	
2.845534	2.300471	1.824868	0.475604	0.012620	0.423206	86.980000	0.430158	86.230000	
2.873781	2.300703	1.824931	0.475772	0.012356	0.416006	87.260000	0.422620	86.690000	
2.878233	2.286031	1.823275	0.462755	0.011943	0.406140	87.440000	0.413666	87.020000	
2.975575	2.323365	1.827012	0.496353	0.012356	0.399787	87.840000	0.405260	87.560000	
2.982188	2.302286	1.824374	0.477912	0.012139	0.395447	87.940000	0.400584	87.510000	
2.958348	2.273750	1.820680	0.453069	0.011565	0.391674	88.340000	0.392835	87.650000	
3.063217	2.316857	1.826041	0.490816	0.011958	0.391649	88.160000	0.393261	87.730000	
