Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.474995	3.474828	0.004312	2.315620	10.000000	2.314778	10.000000	
3.337914	3.337246	0.005921	2.252011	12.860000	2.248488	13.390000	
3.250392	3.249019	0.007365	2.034603	25.400000	2.029867	25.710000	
3.134977	3.132765	0.008499	1.914258	29.040000	1.908959	29.360000	
3.040151	3.037017	0.009370	1.782042	36.680000	1.774218	36.900000	
2.981467	2.977474	0.009776	1.691954	41.040000	1.679635	41.930000	
2.908165	2.903389	0.009903	1.676017	42.780000	1.661270	42.990000	
2.883859	2.878126	0.010294	1.647534	44.540000	1.634106	44.300000	
2.850235	2.843768	0.010254	1.655007	44.740000	1.644135	44.630000	
2.806322	2.799011	0.010370	1.656972	44.860000	1.649679	44.460000	
2.797037	2.789081	0.010209	1.642810	45.460000	1.639411	44.890000	
2.786732	2.777997	0.010236	1.646939	45.320000	1.641789	45.000000	
2.790725	2.781119	0.010359	1.650688	45.860000	1.645717	44.860000	
2.785313	2.774865	0.010424	1.625901	46.240000	1.622677	45.530000	
2.774520	2.763527	0.010219	1.625323	45.800000	1.623002	45.510000	
2.763290	2.751557	0.010196	1.628916	45.780000	1.622420	45.400000	
2.778010	2.765405	0.010295	1.617251	47.420000	1.613124	46.340000	
2.773904	2.760511	0.010313	1.606059	48.260000	1.601114	46.870000	
2.734977	2.720436	0.010590	1.610813	47.820000	1.606347	47.040000	
2.740637	2.725494	0.010466	1.612775	48.040000	1.602846	46.910000	
