Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.562154	3.541961	0.007198	2.203023	21.940000	2.196629	22.430000	
3.261978	3.180270	0.010947	1.842258	36.540000	1.835027	36.880000	
3.227864	3.086176	0.011428	1.610886	46.040000	1.602824	46.790000	
3.231142	3.024930	0.011915	1.508049	49.980000	1.502770	50.590000	
3.261512	2.995126	0.011952	1.445186	53.460000	1.439514	53.790000	
3.327013	3.001401	0.011968	1.385309	55.840000	1.374317	56.430000	
3.370172	2.985232	0.011960	1.334449	58.780000	1.325831	58.870000	
3.407426	2.971127	0.011757	1.283100	60.680000	1.278832	60.900000	
3.463482	2.973406	0.011643	1.232574	62.900000	1.235516	62.570000	
3.535567	2.969291	0.012041	1.199999	64.720000	1.209156	63.830000	
3.568331	2.963470	0.011634	1.177699	65.340000	1.183446	64.860000	
3.607545	2.963943	0.011306	1.160202	66.280000	1.163273	66.140000	
3.685780	2.972846	0.011521	1.144146	66.820000	1.152412	66.530000	
3.762366	2.983056	0.011658	1.133027	67.500000	1.145174	66.930000	
3.797948	2.973876	0.011489	1.124700	67.740000	1.131831	67.670000	
3.834937	2.972524	0.011243	1.116172	68.100000	1.123633	68.460000	
3.894889	2.971625	0.011305	1.079266	69.240000	1.087912	69.450000	
3.964423	2.981690	0.011346	1.062665	69.700000	1.065280	69.980000	
3.984172	2.973790	0.011035	1.064325	70.160000	1.063566	69.860000	
4.051115	2.972094	0.011175	1.047484	70.580000	1.051752	70.380000	
