Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.927011	3.918224	1.928896	1.989328	0.007054	2.135917	19.600000	2.126488	19.990000	
3.583463	3.547881	1.899855	1.648026	0.010957	1.881836	34.600000	1.875312	34.800000	
3.459963	3.398169	1.877393	1.520776	0.011482	1.654196	45.160000	1.643616	45.500000	
3.411819	3.321545	1.866108	1.455437	0.011978	1.562155	48.600000	1.547715	49.100000	
3.400252	3.281747	1.856223	1.425524	0.012239	1.504569	50.620000	1.487394	51.030000	
3.428971	3.279556	1.851019	1.428536	0.012627	1.445543	53.320000	1.426838	53.430000	
3.434526	3.254181	1.845734	1.408446	0.012915	1.406392	55.320000	1.389672	55.450000	
3.448548	3.244532	1.840864	1.403668	0.012648	1.360364	57.120000	1.351725	57.000000	
3.460569	3.227836	1.837078	1.390758	0.012738	1.323580	58.100000	1.314126	58.430000	
3.480640	3.227491	1.834189	1.393302	0.012392	1.286196	59.860000	1.279953	59.930000	
3.488301	3.212202	1.831977	1.380225	0.012231	1.257539	60.980000	1.254158	60.910000	
3.482573	3.195667	1.827271	1.368396	0.011610	1.243523	61.560000	1.236849	61.850000	
3.512671	3.209701	1.826948	1.382752	0.011276	1.225486	62.460000	1.215381	62.830000	
3.533025	3.203677	1.821836	1.381840	0.011343	1.191173	63.400000	1.178825	64.100000	
3.520578	3.192660	1.817788	1.374871	0.010518	1.167847	64.480000	1.164187	64.690000	
3.548707	3.188716	1.815894	1.372822	0.010805	1.144070	65.100000	1.141803	65.110000	
3.565825	3.182221	1.813631	1.368591	0.010816	1.139950	65.620000	1.136108	65.460000	
3.616075	3.206031	1.815483	1.390548	0.010906	1.117744	65.720000	1.114174	65.850000	
3.604741	3.182083	1.810283	1.371800	0.010630	1.099496	66.820000	1.095650	66.920000	
3.608429	3.172759	1.807506	1.365253	0.010388	1.087299	67.280000	1.085827	67.220000	
