Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.358708	3.348029	0.005085	2.227449	13.720000	2.224529	14.210000	
3.051068	2.999538	0.009011	2.029841	24.720000	2.024402	25.400000	
2.856173	2.753382	0.010900	1.781528	38.760000	1.772426	39.020000	
2.730015	2.570895	0.012130	1.650253	44.140000	1.641377	44.430000	
2.690770	2.487171	0.012056	1.572041	47.320000	1.561048	48.150000	
2.742276	2.492815	0.012100	1.522121	49.700000	1.512488	50.140000	
2.751337	2.456382	0.012097	1.471292	51.940000	1.460651	52.650000	
2.752912	2.411215	0.012155	1.424534	53.800000	1.417192	54.560000	
2.792688	2.407357	0.012083	1.364321	56.920000	1.360573	56.530000	
2.822983	2.384000	0.012326	1.345386	57.600000	1.344102	57.250000	
2.840361	2.370584	0.011927	1.318279	58.900000	1.319153	58.690000	
2.877296	2.376407	0.011614	1.293682	60.020000	1.292186	59.900000	
2.931026	2.384940	0.011649	1.273922	60.660000	1.276021	60.540000	
2.981667	2.385898	0.011767	1.246650	61.960000	1.251969	61.880000	
2.998843	2.365045	0.011660	1.202724	63.120000	1.211008	63.050000	
3.027257	2.364977	0.011397	1.185490	64.280000	1.194011	63.690000	
3.092589	2.386497	0.011412	1.175061	65.060000	1.187282	64.290000	
3.130386	2.377044	0.011482	1.170739	64.960000	1.178418	64.710000	
3.135947	2.365558	0.011106	1.163178	65.440000	1.174603	64.970000	
3.200169	2.372101	0.011322	1.141989	65.560000	1.148325	65.510000	
