Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.734215	3.724475	0.004570	2.222294	15.800000	2.219492	16.980000	
3.520171	3.473567	0.007789	2.016292	25.700000	2.012367	26.000000	
3.368343	3.268711	0.010151	1.792321	38.680000	1.791228	39.800000	
3.286983	3.132605	0.011311	1.619417	45.840000	1.617202	45.790000	
3.255935	3.057382	0.011307	1.544035	48.720000	1.538655	47.980000	
3.300562	3.058128	0.011305	1.470037	50.900000	1.465857	51.100000	
3.320853	3.030133	0.011462	1.415158	53.680000	1.410324	53.530000	
3.339508	3.000250	0.011599	1.354294	55.980000	1.344050	56.500000	
3.378719	2.991657	0.011673	1.342465	56.900000	1.324474	57.940000	
3.412760	2.971893	0.011902	1.306557	58.620000	1.291389	59.240000	
3.438529	2.960871	0.011661	1.300167	59.060000	1.293715	59.610000	
3.472140	2.964280	0.011322	1.289170	60.020000	1.276602	60.850000	
3.533474	2.973965	0.011477	1.255247	61.440000	1.249105	61.880000	
3.586153	2.978097	0.011549	1.221859	62.460000	1.215002	63.350000	
3.623730	2.974294	0.011487	1.211109	63.720000	1.207327	63.990000	
3.651236	2.970157	0.011269	1.205619	64.020000	1.200171	64.410000	
3.713295	2.979046	0.011410	1.201284	64.080000	1.194186	64.660000	
3.765174	2.981873	0.011479	1.171847	65.120000	1.168212	65.340000	
3.780590	2.975737	0.011157	1.164133	65.440000	1.162946	65.640000	
3.836092	2.974359	0.011328	1.148527	65.760000	1.150383	66.210000	
