Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.157784	4.148753	0.003989	2.313769	10.000000	2.313628	10.000000	
4.106774	4.071461	0.005538	2.389701	10.000000	2.389107	10.000000	
4.052259	3.980105	0.006824	2.325646	10.460000	2.317583	10.600000	
3.985748	3.862283	0.008371	1.974890	26.720000	1.958838	27.080000	
3.909717	3.726313	0.009673	1.808960	34.380000	1.788481	35.330000	
3.900857	3.660802	0.010387	1.701517	40.480000	1.672330	41.870000	
3.901216	3.602679	0.010928	1.665493	42.440000	1.634250	43.150000	
3.903440	3.552487	0.011142	1.629946	44.500000	1.600434	45.210000	
3.940320	3.544599	0.011083	1.606782	46.040000	1.582696	46.930000	
3.957198	3.501591	0.011422	1.601674	47.520000	1.577914	48.240000	
3.994817	3.503010	0.011150	1.616012	48.340000	1.596497	48.220000	
4.019676	3.488940	0.010989	1.601406	49.160000	1.584568	49.280000	
4.082036	3.497890	0.011127	1.560181	50.320000	1.545140	50.380000	
4.147757	3.506463	0.011308	1.558078	50.860000	1.545510	51.080000	
4.177476	3.494642	0.011216	1.541332	51.640000	1.530615	51.290000	
4.193417	3.478159	0.010989	1.616300	51.200000	1.613197	50.820000	
4.260675	3.490150	0.011118	1.545053	52.240000	1.537428	51.970000	
4.311431	3.485339	0.011241	1.564475	52.340000	1.563138	52.320000	
4.345619	3.481415	0.011122	1.559490	53.000000	1.551612	53.290000	
4.406001	3.474046	0.011376	1.517673	53.940000	1.507271	54.300000	
