Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.413923	3.410699	1.907321	1.503377	0.009106	2.044207	25.140000	2.035124	26.890000	
3.058097	3.046354	1.883084	1.163270	0.012167	1.533773	44.880000	1.524966	45.510000	
2.856840	2.835737	1.867430	0.968308	0.013153	0.915843	68.960000	0.901952	69.300000	
2.746650	2.714779	1.856578	0.858200	0.014212	0.715688	74.860000	0.706964	76.030000	
2.631250	2.589459	1.844790	0.744670	0.014519	0.613598	78.860000	0.617299	78.960000	
2.581125	2.528335	1.837926	0.690408	0.015008	0.580196	80.020000	0.584072	80.600000	
2.535674	2.472145	1.832802	0.639343	0.015280	0.568492	81.040000	0.571655	81.180000	
2.518768	2.443843	1.828881	0.614962	0.015618	0.551198	81.700000	0.556652	81.720000	
2.472509	2.389760	1.823934	0.565826	0.015214	0.536953	82.500000	0.540974	82.680000	
2.462055	2.366914	1.822435	0.544478	0.015649	0.531283	82.520000	0.538012	82.750000	
2.446530	2.341508	1.818898	0.522610	0.015638	0.523375	82.620000	0.530969	82.780000	
2.455170	2.341854	1.817993	0.523862	0.015389	0.516730	82.940000	0.518878	83.420000	
2.420779	2.298797	1.814130	0.484668	0.015251	0.522474	82.940000	0.518660	83.460000	
2.420060	2.286832	1.813295	0.473537	0.015422	0.521933	83.340000	0.517441	83.610000	
2.416237	2.275185	1.810698	0.464487	0.015206	0.514717	83.460000	0.513001	83.620000	
2.400925	2.255057	1.809541	0.445515	0.014712	0.509685	83.620000	0.506833	83.950000	
2.440301	2.280703	1.811318	0.469385	0.015119	0.503454	83.820000	0.496971	84.110000	
2.432726	2.262770	1.811833	0.450937	0.015169	0.497072	84.220000	0.489945	84.290000	
2.389212	2.218269	1.805312	0.412957	0.014439	0.492705	84.380000	0.486837	84.400000	
2.432130	2.246353	1.809006	0.437347	0.014884	0.486099	84.640000	0.479300	84.660000	
2.436632	2.241068	1.807657	0.433412	0.014909	0.480608	85.200000	0.470541	85.040000	
2.442561	2.244147	1.809184	0.434963	0.014418	0.476437	84.920000	0.467238	85.130000	
2.443973	2.237012	1.807866	0.429146	0.014377	0.467947	84.920000	0.461058	85.400000	
2.416004	2.203280	1.803612	0.399668	0.014142	0.466037	85.140000	0.457083	85.650000	
2.446181	2.220758	1.804674	0.416085	0.014379	0.467962	85.320000	0.454100	85.660000	
2.424893	2.201031	1.802209	0.398822	0.013717	0.458473	85.420000	0.447218	86.030000	
2.453656	2.210471	1.805896	0.404575	0.014341	0.454448	85.260000	0.444131	86.080000	
2.450574	2.205277	1.802514	0.402764	0.013939	0.450782	85.580000	0.440068	86.260000	
2.442663	2.187421	1.801053	0.386368	0.013999	0.446511	85.660000	0.437929	86.310000	
2.437193	2.181737	1.800946	0.380791	0.013532	0.439611	86.000000	0.435767	86.620000	
2.438721	2.174257	1.801257	0.373000	0.013551	0.432300	86.040000	0.428976	86.640000	
2.454404	2.181580	1.801383	0.380197	0.013533	0.429908	86.220000	0.422938	86.910000	
2.477014	2.199068	1.803126	0.395942	0.013362	0.429131	86.380000	0.428563	86.700000	
2.478582	2.192227	1.801937	0.390291	0.013358	0.423287	86.720000	0.418501	87.210000	
2.494688	2.202700	1.803415	0.399285	0.013224	0.424796	86.820000	0.417304	87.280000	
2.469829	2.170247	1.799541	0.370706	0.013192	0.416906	86.960000	0.409411	87.420000	
2.508981	2.199370	1.802149	0.397221	0.013255	0.406922	87.120000	0.407986	87.330000	
2.493353	2.181234	1.799505	0.381729	0.013005	0.402312	87.240000	0.406536	87.380000	
2.534547	2.204499	1.804667	0.399831	0.013395	0.401698	87.220000	0.400802	87.680000	
2.528655	2.197201	1.802540	0.394661	0.013110	0.399721	87.340000	0.398651	87.630000	
2.534175	2.199279	1.804272	0.395007	0.012920	0.397006	87.460000	0.396427	87.720000	
2.508755	2.172342	1.800080	0.372262	0.012666	0.395354	87.600000	0.392394	87.700000	
2.531880	2.186495	1.800971	0.385523	0.012696	0.389930	88.080000	0.387676	87.990000	
2.530231	2.176310	1.800348	0.375963	0.012711	0.383625	88.020000	0.382720	88.310000	
2.531107	2.177198	1.799559	0.377639	0.012427	0.389682	87.860000	0.387092	87.980000	
2.536744	2.172386	1.799024	0.373362	0.012514	0.379141	88.200000	0.381347	88.310000	
2.536902	2.169700	1.798921	0.370779	0.012339	0.378022	87.840000	0.378367	88.520000	
2.536726	2.167794	1.799109	0.368685	0.012139	0.377828	88.240000	0.379728	88.310000	
2.576177	2.203885	1.802463	0.401422	0.011993	0.375729	88.460000	0.379029	88.370000	
2.580372	2.186352	1.800557	0.385794	0.012438	0.375512	88.260000	0.376175	88.460000	
2.583771	2.189296	1.802002	0.387294	0.012207	0.375384	88.380000	0.374550	88.620000	
2.614829	2.214459	1.804332	0.410126	0.012147	0.365521	88.880000	0.372702	88.890000	
2.594751	2.183411	1.801052	0.382359	0.012243	0.361872	89.120000	0.370569	88.950000	
2.606399	2.192546	1.800919	0.391626	0.012090	0.357114	88.940000	0.362324	89.070000	
2.594005	2.172840	1.800207	0.372634	0.012074	0.357444	88.980000	0.362019	89.160000	
2.602268	2.175884	1.798715	0.377169	0.012006	0.354127	89.040000	0.357979	89.170000	
