Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.159107	3.150921	1.219733	1.931188	0.005038	2.300493	13.380000	2.297772	14.600000	
2.947516	2.914203	1.204026	1.710178	0.007443	2.524568	15.780000	2.506643	16.320000	
2.723488	2.660113	1.193429	1.466684	0.008557	2.047780	26.620000	2.032655	27.560000	
2.600203	2.508197	1.183891	1.324306	0.008918	1.421021	49.200000	1.415940	49.730000	
2.488087	2.367551	1.174007	1.193545	0.009088	1.061130	63.160000	1.050382	62.860000	
2.431046	2.275828	1.169312	1.106516	0.009557	0.916340	67.920000	0.907602	67.830000	
2.356044	2.174131	1.160858	1.013273	0.009494	0.850888	70.420000	0.843018	70.650000	
2.262039	2.056127	1.151980	0.904146	0.009306	0.793817	73.180000	0.786524	73.590000	
2.251528	2.008319	1.148937	0.859383	0.009706	0.758415	74.760000	0.744795	75.330000	
2.247668	1.963035	1.146151	0.816885	0.010146	0.723431	75.900000	0.709035	76.800000	
2.194177	1.888346	1.142270	0.746076	0.009878	0.697281	77.360000	0.686892	78.210000	
2.220883	1.875187	1.141019	0.734168	0.010194	0.667320	78.240000	0.662464	78.870000	
2.174315	1.822169	1.134577	0.687592	0.009548	0.665256	78.780000	0.654818	79.470000	
2.222580	1.817928	1.135551	0.682377	0.010158	0.648573	79.100000	0.639300	80.000000	
2.208023	1.796294	1.133165	0.663129	0.009620	0.642829	79.480000	0.637687	80.390000	
2.226462	1.785859	1.133266	0.652594	0.009640	0.628453	80.340000	0.613944	80.810000	
2.298228	1.808473	1.132625	0.675848	0.010065	0.616802	80.700000	0.605863	81.420000	
2.234296	1.750055	1.128959	0.621095	0.009381	0.618635	81.040000	0.611485	81.170000	
2.340615	1.798455	1.131650	0.666806	0.009933	0.602823	81.140000	0.597484	81.880000	
2.273282	1.740137	1.127659	0.612477	0.009261	0.618137	81.360000	0.615352	81.550000	
