Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.320018	3.319723	0.005343	2.313067	13.720000	2.312206	13.430000	
2.920056	2.918667	0.009765	2.004756	26.320000	1.998588	26.640000	
2.774741	2.772298	0.010439	1.766109	39.560000	1.758373	40.180000	
2.713534	2.710138	0.010353	1.683497	43.520000	1.679792	43.910000	
2.679602	2.675255	0.010315	1.647567	46.000000	1.644090	45.690000	
2.663083	2.657663	0.010507	1.623032	46.920000	1.622980	46.360000	
2.642595	2.636124	0.010622	1.611661	47.960000	1.611139	46.920000	
2.640169	2.632543	0.010841	1.600101	47.960000	1.594347	47.850000	
2.627554	2.618574	0.011266	1.590544	48.400000	1.584786	48.490000	
2.623393	2.613036	0.011621	1.579271	48.440000	1.572760	48.780000	
2.617827	2.606168	0.011840	1.565464	49.540000	1.564788	49.030000	
2.612086	2.598958	0.012172	1.563152	49.960000	1.563311	49.400000	
2.602893	2.588434	0.012334	1.543508	50.260000	1.543486	50.300000	
2.615227	2.599377	0.012518	1.531011	50.920000	1.529280	50.660000	
2.596148	2.578695	0.012843	1.527197	50.940000	1.533215	50.860000	
2.592477	2.574091	0.012655	1.517760	51.340000	1.521189	51.150000	
2.610705	2.590766	0.012890	1.504328	52.060000	1.503677	52.260000	
2.600117	2.578672	0.013072	1.496870	51.840000	1.498355	52.190000	
2.592923	2.570306	0.013040	1.491068	52.460000	1.499015	52.310000	
2.601447	2.577322	0.013194	1.480844	52.820000	1.488392	53.060000	
