Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.261870	3.257373	0.008087	2.177541	21.260000	2.173688	22.310000	
2.797202	2.780506	0.011178	1.538901	45.940000	1.532265	45.840000	
2.532273	2.499208	0.013304	0.972352	66.740000	0.962977	67.110000	
2.374054	2.323443	0.014602	0.807219	72.540000	0.799639	72.480000	
2.261808	2.197163	0.014478	0.763161	74.480000	0.754588	75.120000	
2.220021	2.139761	0.014741	0.735785	75.880000	0.732708	76.040000	
2.192702	2.101058	0.014247	0.714245	76.580000	0.717548	76.710000	
2.167488	2.060804	0.014362	0.698620	77.060000	0.704566	77.200000	
2.207518	2.085943	0.014442	0.687896	77.500000	0.693841	77.840000	
2.162356	2.033914	0.013671	0.668882	78.240000	0.676206	78.310000	
2.119179	1.980031	0.013390	0.661467	78.800000	0.664292	78.780000	
2.165324	2.015330	0.013179	0.654278	79.180000	0.655069	78.950000	
2.140284	1.978586	0.013063	0.632405	79.780000	0.635659	79.640000	
2.143973	1.968961	0.013093	0.617254	80.580000	0.625037	79.930000	
2.153025	1.966554	0.012989	0.602356	80.820000	0.612177	80.210000	
2.172614	1.975049	0.012874	0.587626	81.680000	0.601844	80.970000	
2.170500	1.962269	0.012743	0.574359	81.900000	0.584697	81.450000	
2.164642	1.949769	0.012402	0.569177	82.020000	0.576888	81.760000	
2.162589	1.941102	0.012095	0.558563	82.420000	0.568617	82.130000	
2.182337	1.950269	0.012019	0.548136	82.700000	0.560589	82.430000	
2.189105	1.939837	0.012286	0.542661	83.060000	0.553853	82.520000	
2.182235	1.927668	0.011961	0.533829	83.200000	0.542197	83.100000	
2.191599	1.928719	0.011801	0.530446	83.460000	0.536690	83.220000	
2.229928	1.955378	0.011799	0.524399	83.420000	0.530222	83.470000	
2.228815	1.942826	0.011789	0.520220	83.660000	0.522312	83.480000	
2.227403	1.935654	0.011557	0.517940	83.760000	0.523363	83.880000	
2.240706	1.935388	0.011641	0.515893	84.200000	0.518388	83.920000	
2.257369	1.940772	0.011626	0.507502	84.320000	0.509762	84.360000	
2.262189	1.935524	0.011580	0.495151	84.340000	0.502097	84.510000	
2.246368	1.918049	0.011240	0.488087	84.980000	0.494537	84.830000	
2.272672	1.932877	0.011252	0.478855	85.140000	0.488826	84.960000	
2.281182	1.928530	0.011312	0.475411	85.480000	0.480425	85.140000	
2.291002	1.931427	0.011176	0.479686	85.300000	0.481148	85.150000	
2.305178	1.934570	0.011176	0.476836	85.400000	0.484224	84.940000	
2.287702	1.914476	0.010928	0.464687	85.840000	0.474056	85.300000	
2.314680	1.929387	0.010965	0.467312	85.720000	0.472776	85.690000	
2.317637	1.926971	0.010811	0.464893	86.220000	0.472486	85.830000	
2.317927	1.917236	0.010791	0.458226	85.900000	0.466066	86.050000	
2.352606	1.936437	0.010919	0.451539	86.500000	0.462415	86.210000	
2.387450	1.954379	0.011075	0.452001	86.440000	0.457397	86.400000	
2.380587	1.939133	0.011009	0.453907	86.460000	0.460271	86.390000	
2.357049	1.918481	0.010674	0.447624	86.580000	0.453450	86.500000	
2.367350	1.918789	0.010663	0.443145	86.820000	0.449933	86.610000	
2.415073	1.957654	0.010622	0.436743	87.240000	0.448612	86.810000	
2.404987	1.933254	0.010708	0.433865	87.220000	0.446099	86.940000	
2.395977	1.924076	0.010476	0.433289	87.300000	0.441933	87.000000	
2.442826	1.942181	0.010877	0.433329	87.800000	0.445407	86.960000	
2.418050	1.927538	0.010433	0.430079	87.680000	0.442127	87.080000	
2.423249	1.929913	0.010275	0.425199	87.940000	0.435959	87.140000	
2.452371	1.938371	0.010487	0.422267	88.020000	0.434696	87.340000	
2.444375	1.929730	0.010294	0.419665	88.060000	0.429750	87.570000	
2.504300	1.965705	0.010564	0.419697	88.140000	0.425420	87.690000	
2.476215	1.941936	0.010280	0.412476	88.320000	0.416513	87.730000	
2.449571	1.913885	0.010114	0.414954	88.060000	0.416271	87.930000	
2.476579	1.927943	0.010168	0.411578	88.260000	0.416014	88.130000	
2.483470	1.933802	0.010005	0.415587	87.960000	0.424126	87.930000	
2.502796	1.942810	0.010009	0.413099	88.280000	0.420137	87.920000	
2.525034	1.937964	0.010312	0.408447	88.560000	0.416512	88.190000	
2.539765	1.959791	0.010017	0.409050	88.580000	0.414518	88.270000	
2.514000	1.936952	0.009794	0.409456	88.280000	0.412595	88.290000	
2.571815	1.962084	0.010181	0.404485	88.940000	0.410101	88.430000	
2.548968	1.949928	0.009837	0.401817	88.820000	0.409341	88.620000	
2.553384	1.938126	0.009943	0.400953	88.840000	0.407463	88.420000	
2.574413	1.954891	0.009856	0.404868	88.760000	0.411958	88.400000	
2.599734	1.948890	0.010193	0.408757	88.540000	0.412531	88.460000	
2.612045	1.960041	0.010055	0.406020	88.640000	0.413747	88.280000	
2.576723	1.942995	0.009626	0.402196	88.700000	0.405592	88.550000	
2.630466	1.955050	0.010107	0.405416	88.640000	0.406373	88.570000	
2.642562	1.968394	0.009940	0.402418	88.800000	0.405522	88.620000	
2.599683	1.935046	0.009661	0.399158	88.980000	0.403877	88.610000	
2.630214	1.949055	0.009760	0.401614	89.120000	0.405768	88.430000	
2.690189	1.975553	0.010095	0.391704	89.760000	0.402317	88.510000	
2.637306	1.943654	0.009664	0.399831	89.260000	0.405939	88.600000	
2.639696	1.944171	0.009560	0.397435	89.400000	0.402725	88.780000	
2.676226	1.958389	0.009733	0.392038	89.360000	0.398076	88.970000	
2.703073	1.963826	0.009890	0.394911	89.220000	0.399986	88.820000	
2.670403	1.942650	0.009609	0.393745	89.480000	0.394630	89.120000	
2.670186	1.947838	0.009415	0.386925	89.540000	0.391129	89.240000	
2.684794	1.943670	0.009536	0.378872	89.760000	0.390894	89.160000	
2.742371	1.959602	0.009945	0.383925	89.400000	0.396057	89.210000	
2.710704	1.956326	0.009466	0.383167	89.660000	0.391337	89.240000	
2.733566	1.955873	0.009639	0.375872	89.760000	0.384165	89.270000	
2.768039	1.971754	0.009749	0.376726	89.780000	0.386413	89.290000	
2.777490	1.954249	0.009959	0.379603	89.720000	0.387219	89.360000	
2.793135	1.979742	0.009723	0.383241	89.560000	0.390241	89.300000	
2.779675	1.963553	0.009643	0.383772	89.640000	0.388838	89.220000	
2.779072	1.961912	0.009542	0.385783	89.560000	0.389694	89.260000	
2.772643	1.962811	0.009349	0.381616	89.940000	0.391520	89.300000	
2.808318	1.960419	0.009677	0.378335	89.900000	0.386249	89.640000	
2.852785	1.977136	0.009883	0.375531	89.940000	0.379233	89.750000	
2.830012	1.978539	0.009504	0.375715	90.100000	0.377991	89.800000	
2.865506	1.980899	0.009766	0.376616	90.200000	0.382884	89.740000	
2.833933	1.950108	0.009652	0.372345	90.180000	0.380834	89.630000	
2.857156	1.970036	0.009584	0.367899	90.100000	0.377267	89.910000	
2.856172	1.967110	0.009504	0.368233	90.140000	0.378562	89.710000	
2.875377	1.970209	0.009573	0.365158	90.020000	0.377877	89.710000	
2.853714	1.954167	0.009416	0.367571	90.200000	0.381186	89.760000	
2.880025	1.967389	0.009456	0.364297	90.120000	0.374976	89.690000	
2.864222	1.962640	0.009246	0.365192	90.180000	0.371725	90.010000	
2.888492	1.963876	0.009387	0.368421	90.120000	0.372576	90.080000	
