Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.748334	3.748148	0.004461	2.261227	15.940000	2.257352	16.020000	
3.491324	3.490427	0.007602	2.123672	24.060000	2.119250	24.280000	
3.286285	3.284404	0.009693	1.875642	37.200000	1.875394	37.580000	
3.167004	3.164153	0.010552	1.698640	43.440000	1.696019	43.220000	
3.088473	3.084785	0.010632	1.641881	46.200000	1.639310	45.570000	
3.037781	3.033285	0.010604	1.626715	46.760000	1.623539	46.330000	
3.035457	3.030269	0.010353	1.619243	46.980000	1.617246	46.830000	
3.006852	3.000766	0.010524	1.605336	47.820000	1.605240	47.500000	
3.009065	3.002196	0.010474	1.586986	48.380000	1.586004	48.240000	
3.008517	3.000735	0.010623	1.590564	48.740000	1.594379	48.160000	
2.976932	2.968274	0.010686	1.575779	49.040000	1.577636	48.900000	
2.975691	2.966155	0.010748	1.570061	49.260000	1.575986	49.230000	
2.960885	2.950114	0.011166	1.565386	49.780000	1.573444	49.160000	
2.974212	2.962602	0.011145	1.547579	50.040000	1.550849	50.550000	
2.967068	2.954135	0.011557	1.545481	50.460000	1.549811	50.380000	
2.958531	2.944648	0.011612	1.528607	50.920000	1.531305	50.750000	
2.952498	2.937154	0.012053	1.519890	51.700000	1.530302	50.830000	
2.948249	2.931879	0.012121	1.513382	51.460000	1.526228	50.440000	
2.954874	2.937265	0.012337	1.512958	51.040000	1.524998	50.850000	
2.941185	2.922169	0.012640	1.512534	51.780000	1.518846	51.250000	
