Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.021921	4.008024	1.922300	2.085724	0.006019	2.144428	26.740000	2.139433	27.070000	
3.698829	3.635750	1.883473	1.752277	0.010232	1.911505	34.420000	1.905094	34.660000	
3.565586	3.446585	1.854303	1.592281	0.011771	1.680883	42.840000	1.678655	43.510000	
3.524745	3.356921	1.835373	1.521547	0.011828	1.539289	47.680000	1.535791	49.150000	
3.530643	3.316844	1.826872	1.489972	0.011734	1.473117	49.940000	1.465752	51.940000	
3.551548	3.291672	1.820035	1.471636	0.011664	1.426484	52.980000	1.411662	54.100000	
3.582173	3.272576	1.815615	1.456961	0.011773	1.372719	55.680000	1.357913	56.310000	
3.610009	3.244099	1.809869	1.434229	0.012042	1.341078	57.220000	1.324237	57.740000	
3.655260	3.252436	1.809128	1.443308	0.011703	1.293046	59.340000	1.278204	59.820000	
3.678643	3.231592	1.805111	1.426481	0.011622	1.265776	60.740000	1.254228	61.050000	
3.707562	3.217157	1.801956	1.415201	0.011529	1.241350	61.660000	1.230993	61.920000	
3.740085	3.200689	1.798444	1.402245	0.011583	1.202536	63.340000	1.196268	63.800000	
3.805013	3.222868	1.799736	1.423132	0.011498	1.192811	63.860000	1.182631	64.460000	
3.845803	3.213610	1.798317	1.415293	0.011557	1.179792	64.820000	1.169505	64.960000	
3.892735	3.217715	1.797639	1.420076	0.011492	1.162340	65.060000	1.153896	66.050000	
3.939657	3.222841	1.796555	1.426286	0.011418	1.133531	66.380000	1.129639	66.570000	
3.926584	3.194344	1.790676	1.403669	0.010954	1.109470	67.000000	1.106222	67.400000	
3.993031	3.211022	1.791168	1.419854	0.011036	1.089575	67.300000	1.093159	67.680000	
4.044158	3.217517	1.790475	1.427043	0.011032	1.073348	68.220000	1.075486	68.070000	
4.050621	3.192667	1.785433	1.407234	0.010864	1.045782	69.120000	1.054720	68.930000	
