Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.493747	3.488009	1.224485	2.263524	0.004309	2.264290	16.580000	2.263532	16.490000	
3.408998	3.387880	1.214907	2.172973	0.005381	2.289931	12.080000	2.286124	12.160000	
3.299509	3.254078	1.206440	2.047638	0.007087	2.172678	18.320000	2.164932	19.530000	
3.254025	3.181120	1.200099	1.981021	0.008146	1.958957	25.420000	1.945798	25.750000	
3.197055	3.094604	1.193835	1.900769	0.008918	1.757088	35.380000	1.746578	35.790000	
3.163630	3.030489	1.187887	1.842602	0.009482	1.670088	40.480000	1.662244	40.170000	
3.157773	2.988507	1.184856	1.803652	0.010210	1.627618	43.820000	1.623362	42.790000	
3.095672	2.892215	1.178241	1.713974	0.010641	1.602378	43.620000	1.592955	44.140000	
3.084718	2.852485	1.176161	1.676323	0.010711	1.580883	45.380000	1.567233	46.180000	
3.115045	2.847401	1.174344	1.673058	0.011049	1.563975	46.760000	1.547408	47.180000	
3.102312	2.806824	1.171235	1.635589	0.011033	1.566987	47.560000	1.549532	48.080000	
3.125817	2.801547	1.171784	1.629763	0.011055	1.528901	48.860000	1.512409	49.170000	
3.129279	2.771039	1.167966	1.603072	0.011245	1.508991	50.300000	1.493827	50.740000	
3.161836	2.776955	1.169480	1.607475	0.011180	1.511099	50.400000	1.500752	50.560000	
3.191323	2.781958	1.168794	1.613164	0.011068	1.475910	51.240000	1.455273	52.010000	
3.214397	2.769935	1.169286	1.600650	0.011245	1.458313	52.020000	1.435840	52.850000	
3.210197	2.746590	1.165744	1.580846	0.011021	1.438454	53.200000	1.417272	53.680000	
3.254686	2.756128	1.165931	1.590197	0.011177	1.466890	51.780000	1.447759	52.930000	
3.289303	2.753068	1.166383	1.586685	0.011366	1.444939	53.380000	1.432242	53.660000	
3.307116	2.758245	1.165631	1.592614	0.011039	1.423722	53.960000	1.410822	54.200000	
