Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.476401	3.470540	1.573591	1.896949	0.005141	2.229330	12.540000	2.226328	12.580000	
3.162782	3.138556	1.561056	1.577500	0.007778	2.017464	20.700000	2.009637	21.160000	
2.916808	2.871068	1.548515	1.322553	0.008919	1.628056	39.520000	1.612623	39.310000	
2.783407	2.716077	1.543380	1.172698	0.009385	1.139387	59.180000	1.121300	59.730000	
2.680626	2.592492	1.535049	1.057443	0.009541	0.938268	67.100000	0.919603	67.070000	
2.585061	2.475492	1.528910	0.946582	0.009732	0.827830	70.920000	0.809147	71.450000	
2.500545	2.365895	1.523502	0.842393	0.010093	0.745818	74.000000	0.733883	74.490000	
2.445081	2.284676	1.519290	0.765386	0.010436	0.714712	75.400000	0.703064	76.330000	
2.399361	2.218973	1.515211	0.703761	0.010350	0.664002	77.780000	0.650454	78.300000	
2.366243	2.167217	1.512036	0.655181	0.010228	0.641488	78.960000	0.625229	79.590000	
2.336797	2.112994	1.507258	0.605736	0.010405	0.647061	79.180000	0.621656	80.440000	
2.331341	2.086633	1.505725	0.580908	0.010387	0.631995	80.020000	0.605926	80.860000	
2.305845	2.047592	1.502529	0.545063	0.010072	0.606731	80.760000	0.578228	81.710000	
2.304927	2.021654	1.502283	0.519371	0.010237	0.601532	80.980000	0.577121	81.780000	
2.325355	2.020914	1.501299	0.519616	0.010243	0.594624	81.380000	0.572481	82.280000	
2.293344	1.981101	1.496400	0.484701	0.009827	0.591445	81.800000	0.570045	82.390000	
2.320464	1.988288	1.498561	0.489727	0.009833	0.577468	81.920000	0.559595	82.810000	
2.360719	2.005508	1.501097	0.504411	0.009909	0.561383	82.360000	0.542777	83.130000	
2.370643	1.994145	1.499733	0.494412	0.009927	0.563747	82.500000	0.541421	83.480000	
2.328868	1.955590	1.494260	0.461330	0.009343	0.561480	82.860000	0.544743	83.230000	
