Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.927020	3.923034	1.919183	2.003851	0.005707	2.332045	10.000000	2.329380	10.000000	
3.702391	3.686643	1.902635	1.784008	0.007943	2.275785	18.020000	2.265164	18.200000	
3.490449	3.457896	1.883932	1.573965	0.009974	2.079836	28.360000	2.070415	28.410000	
3.359157	3.310267	1.869948	1.440319	0.010728	1.597704	41.820000	1.593965	42.010000	
3.252681	3.186088	1.858770	1.327318	0.011367	1.113849	60.680000	1.119130	60.800000	
3.200707	3.115107	1.849719	1.265388	0.011967	0.947433	66.240000	0.949547	66.350000	
3.165266	3.060098	1.845611	1.214488	0.012445	0.901360	67.660000	0.900225	67.790000	
3.100826	2.978411	1.837260	1.141151	0.012565	0.840203	70.040000	0.840144	70.110000	
3.071020	2.925846	1.830135	1.095711	0.013133	0.817289	71.520000	0.820169	71.400000	
3.084119	2.913063	1.832057	1.081006	0.013858	0.777729	73.260000	0.779435	72.790000	
2.988747	2.804938	1.817429	0.987509	0.013464	0.752363	74.120000	0.758884	74.170000	
2.976724	2.771824	1.813481	0.958343	0.013705	0.729364	74.880000	0.733928	75.490000	
2.959592	2.731228	1.809956	0.921272	0.014058	0.700409	76.860000	0.711799	76.320000	
2.988041	2.736199	1.811955	0.924244	0.014352	0.670237	77.640000	0.678115	77.530000	
2.951429	2.681127	1.804879	0.876248	0.014338	0.660954	78.260000	0.670229	77.690000	
2.947343	2.656691	1.805429	0.851263	0.014427	0.646049	78.780000	0.649249	78.440000	
2.937255	2.632536	1.802104	0.830432	0.014208	0.621852	79.780000	0.629544	79.040000	
2.907128	2.583856	1.795108	0.788749	0.014211	0.598505	80.520000	0.607824	79.580000	
2.929318	2.581070	1.794152	0.786918	0.014486	0.597809	80.640000	0.609982	79.780000	
2.900538	2.538384	1.790250	0.748135	0.014291	0.586900	81.460000	0.597057	80.400000	
