Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.182497	3.173582	1.220250	1.953332	0.005295	2.299879	10.000000	2.299409	10.000000	
2.913176	2.877814	1.206768	1.671046	0.007528	2.197676	21.320000	2.192216	21.520000	
2.719512	2.651178	1.197400	1.453779	0.008789	1.842430	28.540000	1.836365	28.880000	
2.627803	2.526531	1.189879	1.336653	0.009318	1.385967	50.060000	1.385925	49.190000	
2.567657	2.433272	1.186516	1.246756	0.009625	1.025509	63.900000	1.032094	63.280000	
2.500262	2.332934	1.181754	1.151180	0.009814	0.921692	67.620000	0.930950	66.970000	
2.456803	2.254597	1.177554	1.077043	0.010032	0.842911	70.340000	0.852481	69.840000	
2.427524	2.186132	1.174287	1.011845	0.010385	0.820016	71.740000	0.829179	71.420000	
2.397379	2.119979	1.170491	0.949488	0.010530	0.796052	73.140000	0.803533	72.580000	
2.398956	2.083012	1.167882	0.915130	0.010735	0.766060	74.200000	0.770722	73.950000	
2.371875	2.022629	1.165804	0.856825	0.010732	0.734625	75.620000	0.742392	75.620000	
2.323015	1.956591	1.160478	0.796113	0.010285	0.705767	76.880000	0.711277	77.100000	
2.389750	1.960628	1.162034	0.798595	0.011067	0.731097	76.480000	0.737653	76.540000	
2.342865	1.902040	1.159528	0.742512	0.010536	0.687017	78.260000	0.687159	78.260000	
2.391454	1.916195	1.158154	0.758041	0.010571	0.676310	78.760000	0.679333	78.690000	
2.402933	1.890688	1.157298	0.733390	0.010659	0.652256	79.900000	0.658187	79.360000	
2.380148	1.843103	1.156461	0.686643	0.010505	0.636870	80.080000	0.643908	79.810000	
2.399274	1.847648	1.153849	0.693799	0.010168	0.625075	80.580000	0.627966	80.170000	
2.455577	1.851859	1.154537	0.697322	0.010524	0.607176	80.920000	0.614399	80.570000	
2.426422	1.815126	1.154053	0.661073	0.010112	0.603955	81.360000	0.611310	80.940000	
