Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.432611	3.422590	0.004917	2.285614	12.880000	2.284836	12.480000	
3.301032	3.258131	0.007403	2.179846	15.660000	2.177767	16.390000	
3.230040	3.144942	0.008916	1.897447	34.960000	1.891475	35.880000	
3.168307	3.034296	0.010069	1.752469	38.980000	1.740992	39.860000	
3.125080	2.948431	0.010321	1.676218	41.480000	1.661679	42.260000	
3.145573	2.926563	0.010483	1.639257	43.880000	1.619562	44.630000	
3.166762	2.903556	0.010649	1.593187	46.320000	1.573495	46.560000	
3.174620	2.869902	0.010692	1.591442	47.460000	1.567069	47.090000	
3.216734	2.870673	0.010712	1.557427	48.180000	1.526613	48.540000	
3.252688	2.852491	0.011088	1.551582	49.200000	1.523180	48.930000	
3.270228	2.837273	0.010849	1.563644	49.360000	1.532994	49.480000	
3.302471	2.834412	0.010713	1.558031	50.080000	1.532694	49.780000	
3.362767	2.847921	0.010838	1.539559	50.820000	1.508630	51.690000	
3.412810	2.844651	0.011073	1.517678	51.800000	1.488199	52.450000	
3.443341	2.835481	0.011035	1.551549	51.680000	1.521675	52.790000	
3.465387	2.819094	0.010975	1.536428	53.140000	1.506993	53.800000	
3.521144	2.821675	0.011155	1.503660	54.380000	1.476440	54.720000	
3.573077	2.820763	0.011316	1.490119	54.740000	1.470330	55.100000	
3.589069	2.809560	0.011090	1.464198	55.540000	1.444478	55.620000	
3.654362	2.813559	0.011344	1.458210	56.080000	1.436820	56.680000	
