Train Loss	Train Loss X	Train Loss X_nll	Train Loss X_ce	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.732762	3.727169	1.895743	1.831426	0.006126	2.156548	16.420000	2.150627	16.570000	
3.273395	3.250254	1.844814	1.405439	0.009547	1.735321	37.620000	1.725891	38.030000	
3.024553	2.980332	1.805902	1.174431	0.011027	1.190669	59.700000	1.183118	59.250000	
2.873443	2.806836	1.775451	1.031384	0.011887	0.878304	69.520000	0.867808	69.450000	
2.737382	2.649294	1.744194	0.905100	0.012232	0.765807	73.360000	0.748934	74.020000	
2.681177	2.564168	1.729467	0.834701	0.013279	0.713209	76.200000	0.691432	76.730000	
2.531538	2.395965	1.685997	0.709969	0.013020	0.676822	77.800000	0.653654	78.910000	
2.555528	2.389353	1.688849	0.700504	0.013860	0.653326	78.660000	0.633383	79.880000	
2.505648	2.314371	1.671636	0.642735	0.014080	0.620406	80.240000	0.608970	80.690000	
2.480507	2.273233	1.659203	0.614030	0.013639	0.614421	80.940000	0.602084	81.140000	
2.448056	2.221254	1.643370	0.577884	0.013512	0.601217	81.540000	0.597929	81.550000	
2.429184	2.182843	1.621779	0.561064	0.013385	0.613362	81.460000	0.604347	81.940000	
2.481530	2.209666	1.644307	0.565358	0.013591	0.587613	82.440000	0.576873	82.360000	
2.458328	2.168469	1.630307	0.538162	0.013412	0.592511	82.660000	0.586561	82.300000	
2.426961	2.126333	1.620482	0.505851	0.012955	0.574275	82.780000	0.571585	82.710000	
2.492221	2.162269	1.634042	0.528227	0.013307	0.557980	83.400000	0.554279	83.200000	
2.440169	2.104436	1.610180	0.494257	0.012726	0.554413	83.520000	0.541241	83.710000	
2.495549	2.125422	1.623690	0.501732	0.013225	0.545898	83.680000	0.535581	83.880000	
2.513082	2.119124	1.615963	0.503161	0.013316	0.549971	83.900000	0.543150	83.900000	
2.534830	2.095769	1.587520	0.508248	0.014067	0.573889	84.020000	0.572460	83.730000	
