Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.351254	3.351009	0.005247	2.299676	10.000000	2.300497	10.000000	
3.022636	3.021489	0.009065	2.132140	19.800000	2.130840	20.910000	
2.849703	2.847484	0.010681	1.805566	40.020000	1.802240	40.090000	
2.762736	2.759671	0.010551	1.631316	46.360000	1.635223	45.670000	
2.722146	2.718251	0.010443	1.600476	47.560000	1.609807	46.680000	
2.696598	2.691876	0.010343	1.586862	48.700000	1.599307	47.060000	
2.685111	2.679501	0.010412	1.572200	48.340000	1.582494	48.200000	
2.681948	2.675428	0.010474	1.570143	48.880000	1.580558	48.270000	
2.669189	2.661824	0.010441	1.564802	49.160000	1.575756	48.730000	
2.651561	2.643222	0.010579	1.554124	50.000000	1.564794	49.480000	
2.638265	2.628820	0.010834	1.532849	50.160000	1.549230	49.820000	
2.629297	2.618719	0.011084	1.521514	50.920000	1.539166	50.440000	
2.631188	2.619348	0.011413	1.514806	51.180000	1.533053	50.500000	
2.622689	2.609492	0.011773	1.522902	50.960000	1.537553	50.230000	
2.620196	2.605949	0.011838	1.502953	51.280000	1.517357	51.200000	
2.622270	2.606492	0.012261	1.506835	51.900000	1.519489	51.340000	
2.623861	2.606874	0.012401	1.490774	52.460000	1.496708	51.850000	
2.609357	2.591005	0.012635	1.483294	53.140000	1.487594	52.460000	
2.603856	2.584376	0.012682	1.480204	53.320000	1.481556	52.750000	
2.612506	2.591781	0.012807	1.476178	53.040000	1.479565	52.380000	
