Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
4.081196	4.080962	0.004569	2.282190	11.620000	2.281157	11.720000	
3.890121	3.889099	0.007285	2.189275	18.900000	2.185594	19.250000	
3.724709	3.722579	0.009234	1.979957	31.260000	1.970708	32.510000	
3.619108	3.615795	0.010298	1.808574	37.460000	1.792988	38.800000	
3.517967	3.513470	0.010885	1.764426	39.460000	1.743930	40.170000	
3.484644	3.479242	0.010709	1.742490	41.040000	1.727751	41.160000	
3.463602	3.457238	0.010672	1.728265	41.960000	1.714531	42.320000	
3.427679	3.420059	0.011082	1.724613	42.020000	1.712758	42.530000	
3.413776	3.405174	0.011014	1.729663	42.280000	1.720172	42.390000	
3.369927	3.360040	0.011332	1.733954	41.640000	1.720604	42.830000	
3.362076	3.350651	0.011850	1.723531	42.740000	1.705766	43.380000	
3.355176	3.342171	0.012316	1.716574	43.200000	1.693583	43.980000	
3.325535	3.311004	0.012663	1.720204	43.140000	1.700497	43.600000	
3.337004	3.320536	0.013289	1.701121	44.160000	1.686236	44.320000	
3.324821	3.306652	0.013646	1.689467	44.440000	1.675951	45.070000	
3.300028	3.279794	0.014218	1.693457	44.740000	1.686953	44.590000	
3.306912	3.284684	0.014675	1.676162	45.220000	1.668338	45.250000	
3.279886	3.256845	0.014343	1.670550	45.280000	1.663590	45.660000	
3.292048	3.267188	0.014638	1.657148	45.900000	1.645091	46.110000	
3.278581	3.251853	0.014929	1.654235	46.020000	1.643579	46.250000	
