Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.725281	3.725061	0.004282	2.283051	10.040000	2.282305	10.240000	
3.468926	3.467837	0.007741	2.188329	20.580000	2.184141	20.690000	
3.264288	3.261975	0.010040	1.885578	35.640000	1.878093	35.460000	
3.113971	3.110449	0.010947	1.720773	41.660000	1.711186	41.830000	
3.060708	3.056203	0.010905	1.683685	44.220000	1.674297	44.500000	
3.015153	3.009614	0.010966	1.669599	44.900000	1.658294	45.420000	
3.006544	2.999761	0.011357	1.655083	45.500000	1.637469	46.160000	
2.961058	2.953132	0.011511	1.646575	45.980000	1.624203	46.900000	
2.967095	2.957928	0.011748	1.638426	46.320000	1.612411	47.240000	
2.941720	2.931025	0.012260	1.632544	46.700000	1.603568	47.440000	
2.924401	2.912512	0.012332	1.621715	47.100000	1.593603	47.540000	
2.905888	2.892719	0.012478	1.627199	46.980000	1.600948	47.960000	
2.912868	2.898084	0.012881	1.612940	47.880000	1.587643	48.430000	
2.907531	2.891843	0.012655	1.599002	48.720000	1.581534	48.980000	
2.913434	2.895779	0.013263	1.593652	48.460000	1.571843	49.550000	
2.912922	2.893554	0.013613	1.589314	48.760000	1.567964	49.250000	
2.907264	2.886310	0.013833	1.579379	49.460000	1.554583	50.240000	
2.883980	2.862373	0.013450	1.567602	49.600000	1.549978	50.260000	
2.895423	2.872843	0.013298	1.558496	50.400000	1.537640	50.760000	
2.898908	2.874501	0.013634	1.543851	51.420000	1.526277	51.330000	
