Train Loss	Train Loss X	Train Loss U	Valid Loss	Valid Acc.	Test Loss	Test Acc.	
3.312619	3.308558	0.007327	2.204623	22.820000	2.194073	23.750000	
2.840270	2.824282	0.010681	1.583249	43.540000	1.568634	44.670000	
2.623497	2.593534	0.012041	0.979248	67.840000	0.963605	67.310000	
2.488153	2.442008	0.013335	0.737344	74.960000	0.723287	75.660000	
2.340951	2.281095	0.013412	0.623136	78.560000	0.612228	79.290000	
2.251808	2.177406	0.013651	0.574299	80.420000	0.564607	80.880000	
2.220583	2.129531	0.014151	0.548137	81.440000	0.541716	82.090000	
2.194390	2.088508	0.014265	0.532292	82.340000	0.526746	82.570000	
2.175619	2.057187	0.014079	0.517649	82.620000	0.512981	83.000000	
2.172239	2.040164	0.014043	0.507400	83.280000	0.498786	83.600000	
2.154297	2.010721	0.013816	0.503017	83.520000	0.492400	83.910000	
2.130508	1.976731	0.013511	0.492299	83.980000	0.487157	84.350000	
2.148735	1.979313	0.013696	0.486629	84.220000	0.482762	84.400000	
2.148068	1.967063	0.013550	0.477765	84.340000	0.473036	84.880000	
2.147567	1.955867	0.013361	0.474587	84.580000	0.468856	84.920000	
2.120680	1.923335	0.012863	0.461712	84.900000	0.457680	85.500000	
2.191607	1.973371	0.013354	0.460755	85.280000	0.456894	85.160000	
2.181191	1.954750	0.013073	0.448073	85.520000	0.449549	85.780000	
2.161527	1.932139	0.012528	0.443677	85.480000	0.445077	85.810000	
2.183684	1.938379	0.012709	0.441023	85.680000	0.442012	86.000000	
2.159275	1.906525	0.012453	0.433850	86.020000	0.434515	86.350000	
2.182026	1.912153	0.012679	0.417789	86.220000	0.421333	86.870000	
2.207462	1.930969	0.012411	0.412276	86.860000	0.415045	86.970000	
2.183586	1.897635	0.012292	0.409909	87.060000	0.413489	87.020000	
2.215039	1.920448	0.012148	0.402257	87.540000	0.409610	86.950000	
2.194911	1.895753	0.011851	0.395661	87.340000	0.405019	87.110000	
2.184237	1.872578	0.011882	0.397474	87.640000	0.404811	87.270000	
2.264030	1.930746	0.012238	0.392087	87.580000	0.397417	87.470000	
2.244136	1.908705	0.011890	0.391916	87.740000	0.397810	87.690000	
2.262080	1.914725	0.011895	0.394049	87.580000	0.396104	87.640000	
2.255967	1.899047	0.011820	0.388146	87.480000	0.394917	87.570000	
2.250821	1.890647	0.011551	0.377024	88.000000	0.379926	87.790000	
2.277047	1.896835	0.011819	0.378248	88.120000	0.385400	87.980000	
2.279245	1.895550	0.011574	0.380558	88.160000	0.384067	87.970000	
2.280547	1.891186	0.011400	0.373531	88.420000	0.375288	88.350000	
2.298202	1.900597	0.011315	0.370035	88.440000	0.370459	88.380000	
2.351010	1.936109	0.011485	0.369115	88.900000	0.368556	88.550000	
2.355027	1.923126	0.011633	0.366854	88.820000	0.363346	88.480000	
2.327203	1.900020	0.011206	0.358588	89.040000	0.357550	88.530000	
2.338816	1.910690	0.010947	0.353193	89.260000	0.356816	88.920000	
2.311306	1.887226	0.010576	0.354354	89.140000	0.354230	89.050000	
2.316570	1.879468	0.010639	0.357205	89.220000	0.355457	89.090000	
2.370771	1.907639	0.011008	0.354976	89.260000	0.351973	89.070000	
2.382317	1.911951	0.010923	0.350494	89.160000	0.351139	89.160000	
2.392737	1.911655	0.010919	0.348466	89.100000	0.349092	89.210000	
2.419873	1.917428	0.011155	0.346736	89.400000	0.346356	89.400000	
2.400400	1.896424	0.010948	0.345252	89.680000	0.344539	89.560000	
2.389851	1.886783	0.010699	0.344401	89.580000	0.346295	89.290000	
2.410368	1.903122	0.010566	0.346052	89.740000	0.345597	89.480000	
2.418856	1.902005	0.010546	0.342500	89.400000	0.342069	89.530000	
2.416486	1.893073	0.010469	0.339445	89.580000	0.338149	89.590000	
2.384521	1.873702	0.010019	0.337786	89.820000	0.336558	89.710000	
2.474328	1.914756	0.010768	0.334056	89.960000	0.336022	89.790000	
2.484896	1.918384	0.010695	0.335527	89.800000	0.339383	89.700000	
2.468590	1.907105	0.010408	0.333318	90.320000	0.335049	90.150000	
2.528394	1.931195	0.010869	0.337135	89.800000	0.335031	89.960000	
2.477396	1.899551	0.010329	0.331108	89.980000	0.327406	90.070000	
2.500977	1.910546	0.010374	0.333909	90.260000	0.328359	90.190000	
2.526498	1.927470	0.010345	0.337355	89.900000	0.332247	90.210000	
2.505495	1.895656	0.010352	0.334820	90.280000	0.333222	90.030000	
2.556892	1.928131	0.010498	0.336087	90.180000	0.331050	89.910000	
2.519130	1.901180	0.010149	0.328020	90.400000	0.328038	90.130000	
2.539907	1.911067	0.010163	0.328400	90.140000	0.328276	90.060000	
2.556479	1.913958	0.010221	0.326996	90.380000	0.326472	90.250000	
2.548285	1.891295	0.010289	0.326243	90.320000	0.323913	90.190000	
2.603258	1.915968	0.010599	0.329817	90.180000	0.327231	90.180000	
2.590338	1.907918	0.010366	0.327862	90.340000	0.326970	90.390000	
2.576362	1.903620	0.010068	0.326616	90.380000	0.323520	90.460000	
2.602590	1.906930	0.010260	0.332898	90.440000	0.327812	90.450000	
2.606066	1.913981	0.010058	0.329211	90.540000	0.320823	90.580000	
2.590500	1.907147	0.009791	0.328970	90.460000	0.324814	90.540000	
2.602139	1.912135	0.009746	0.330723	90.320000	0.325903	90.610000	
